,Time (sec),PT1 (psi),PT2 (psi),V (V),I (A),Flow Rate (GPM)
1338,607.603,37.9381,31.9742,11.9111,1.3533,27.4191
1339,608.448,37.905,31.8402,11.9685,1.3737,27.1811
1340,609.294,38.0167,31.8419,12.0331,1.3719,27.5426
1341,610.141,37.8072,31.7758,12.0446,1.3737,27.5043
1342,610.99,37.8125,31.7113,11.9924,1.3665,27.6651
1343,611.838,37.8035,31.6909,12.0001,1.3696,27.428
1344,612.687,37.8772,31.7554,11.9851,1.3669,27.39
1345,613.537,38.0363,32.1016,12.0596,1.3507,27.3521
1346,614.388,38.0202,32.0513,11.9997,1.3768,27.7101
1347,615.24,37.8107,31.7016,12.0171,1.3736,27.474
1348,616.093,38.1406,32.1885,12.0737,1.3525,27.6334
1349,616.947,38.0778,32.2186,12.0381,1.3393,27.2009
1350,617.801,37.9399,31.9122,12.0223,1.3802,27.1633
1351,618.656,37.9573,31.9183,11.9932,1.3534,27.5189
1352,619.513,38.238,32.0167,12.0405,1.3613,27.4808
1353,620.37,38.1236,32.0609,11.9103,1.3511,27.4429
1354,621.229,38.2488,31.9964,12.0555,1.3521,27.4049
1355,622.088,37.9346,31.7876,11.9269,1.3515,27.1716
1356,622.948,38.1651,32.0558,11.9515,1.3552,27.3293
1357,623.808,37.994,31.9217,12.0227,1.3533,27.2916
1358,624.669,38.179,32.1114,12.0122,1.3752,27.254
1359,625.531,38.1682,32.1624,11.9544,1.3405,27.2164
1360,626.395,38.3536,32.3358,11.9264,1.3393,27.1789
1361,627.259,38.2838,32.2068,12.003,1.353,27.1415
1362,628.124,37.9888,31.9197,12.0555,1.344,27.4913
1363,628.99,38.238,32.0982,12.077,1.3611,27.4534
1364,629.856,38.1982,32.1135,11.9358,1.3608,27.0296
1365,630.723,38.1703,31.9047,11.9705,1.3676,27.378
1366,631.591,38.2923,32.0676,12.0175,1.3574,27.3404
1367,632.46,37.9102,31.8996,12.0264,1.3731,27.3028
1368,633.331,38.097,31.8088,12.0001,1.3691,27.2653
1369,634.203,38.1633,31.9353,12.0697,1.3421,27.6113
1370,635.075,37.9312,31.8689,11.9815,1.3472,27.3819
1371,635.949,38.2296,32.0914,12.0122,1.3499,27.153
1372,636.822,38.0394,32.0354,11.9362,1.3575,27.4977
1373,637.698,38.1354,31.9709,12.0053,1.3757,27.2692
1374,638.573,38.1179,32.0438,12.0418,1.3543,27.4223
1375,639.45,38.2174,32.2289,11.9993,1.3445,27.3847
1376,640.327,38.1406,32.1415,12.0365,1.3526,27.727
1377,641.205,38.1424,32.2425,11.9932,1.3448,27.3097
1378,642.084,37.9762,32.2119,11.886,1.371,27.2724
1379,642.964,37.9381,32.1152,11.9873,1.3393,27.6133
1380,643.845,38.0808,32.0643,11.9944,1.3552,27.1978
1381,644.726,38.141,32.2713,12.0341,1.3587,27.5378
1382,645.608,37.9818,32.0439,12.0362,1.3622,27.5002
1383,646.492,38.1686,32.105,11.8629,1.3615,27.0864
1384,647.376,38.0751,32.2492,12.0102,1.3613,27.4251
1385,0.0,38.0736,32.1847,12.0668,1.3502,
1386,0.233,38.1445,32.1934,12.0192,1.3534,0.0
1387,0.468,38.067,32.1525,12.0656,1.3527,0.0
1388,0.703,38.1394,32.1864,12.0859,1.3665,0.0
1389,0.939,38.0172,32.0473,11.9847,1.3457,129.505
1390,1.176,38.1617,32.2898,12.0244,1.3517,0.0
1391,1.412,38.1049,32.1254,12.0373,1.3334,86.1227
1392,1.649,38.0808,32.1943,11.9972,1.364,0.0
1393,1.885,38.043,31.9064,12.0575,1.3525,0.0
1394,2.121,38.191,32.243,11.9353,1.364,114.6678
1395,2.36,38.0602,32.0591,11.9779,1.3547,51.5276
1396,2.598,37.9716,32.0522,12.0094,1.353,46.8072
1397,2.836,38.0068,32.1142,12.0559,1.3642,0.0
1398,3.074,37.9586,32.0948,12.026,1.3601,0.0
1399,3.312,38.0499,31.9441,12.0551,1.3454,0.0
1400,3.55,38.1118,32.1271,12.0106,1.3638,0.0
1401,3.788,38.214,32.0812,12.043,1.3566,64.2055
1402,4.027,37.9638,31.9782,12.0196,1.3535,30.1975
1403,4.268,38.2254,32.2329,11.8985,1.3388,0.0
1404,4.507,38.1858,32.0983,12.064,1.3579,26.9814
1405,4.747,38.1424,32.1525,12.0223,1.3313,25.6173
1406,4.987,38.1139,32.2034,12.0555,1.3542,0.0
1407,5.226,38.1342,32.3188,11.9708,1.3462,0.0
1408,5.466,38.1755,32.0371,12.0539,1.3564,22.2476
1409,5.707,38.2271,32.1727,11.958,1.3626,42.6161
1410,5.949,38.172,32.3568,12.0012,1.3465,40.8826
1411,6.191,38.1581,32.1389,11.9831,1.3644,39.2845
1412,6.433,38.0169,32.1304,11.9406,1.354,18.9033
1413,6.675,38.172,32.2588,11.938,1.3581,0.0
1414,6.916,38.0705,32.1491,11.9722,1.3505,35.1663
1415,7.158,38.1139,32.066,11.994,1.3621,33.9774
1416,7.401,38.1893,32.1108,12.0043,1.3571,16.4309
1417,7.644,38.0447,31.9266,12.081,1.3452,31.8172
1418,7.887,38.0957,32.1211,12.0191,1.3593,15.4184
1419,8.13,38.1703,32.1905,11.8658,1.337,29.9152
1420,8.374,38.0843,32.2174,11.9774,1.3572,29.0435
1421,8.619,37.9783,31.9794,11.9936,1.3503,28.2179
1422,8.863,38.1307,32.337,11.9422,1.3597,27.4411
1423,9.107,38.2443,32.288,11.9098,1.3541,26.7059
1424,9.352,38.1084,32.1985,11.9997,1.3544,26.0062
1425,9.597,38.3267,32.3069,12.1097,1.3424,25.3423
1426,9.842,38.0621,32.0344,11.9196,1.3469,24.7115
1427,10.087,37.9888,32.1287,11.9681,1.3537,36.1669
1428,10.334,38.296,32.3155,11.9819,1.3537,35.3025
1429,10.582,38.2047,32.2742,11.9855,1.3559,34.4751
1430,10.829,38.1255,32.1474,12.0074,1.3576,22.4592
1431,11.076,38.1459,32.1584,12.0652,1.3552,21.9583
1432,11.325,38.0636,32.1417,11.9443,1.3412,42.9511
1433,11.573,38.193,32.1864,11.9378,1.3727,42.0307
1434,11.822,38.1307,32.1899,11.9851,1.3415,41.1454
1435,12.07,38.2255,32.0281,11.8888,1.3357,30.225
1436,12.319,38.2047,32.2693,11.9252,1.3534,19.7427
1437,12.568,38.0378,32.0626,11.9248,1.3548,29.0273
1438,12.817,37.9036,31.949,11.9779,1.3566,37.9512
1439,13.066,37.8519,31.9541,11.9099,1.3576,37.228
1440,13.317,37.9862,32.0075,11.9236,1.3462,27.3947
1441,13.568,38.0172,32.0264,12.0159,1.3428,17.9253
1442,13.818,37.691,31.9522,11.9912,1.3425,35.202
1443,14.068,37.8072,32.087,11.9556,1.3674,34.5764
1444,14.319,38.0132,31.9084,11.9592,1.3473,25.4777
1445,14.571,37.7967,32.1101,11.8362,1.3605,33.3828
1446,14.823,37.8893,32.0897,11.9596,1.3606,32.8153
1447,15.074,38.0708,32.1118,11.9076,1.3302,24.2016
1448,15.326,37.9328,31.9369,11.9317,1.3453,31.7383
1449,15.579,38.0,32.1262,11.9677,1.3429,23.4171
1450,15.832,37.9087,31.9524,12.0312,1.3326,30.7239
1451,16.084,37.9121,31.9709,11.8828,1.344,30.2425
1452,16.337,38.0938,32.0367,11.9115,1.3525,29.7742
1453,16.59,38.046,31.9658,11.8803,1.3354,29.3201
1454,16.843,38.0045,32.1898,11.9252,1.3565,28.8797
1455,17.097,37.9122,32.0682,11.8128,1.3588,28.4506
1456,17.351,38.0688,32.1657,11.9099,1.3529,28.0342
1457,17.605,37.9259,32.0091,11.9629,1.3577,34.5371
1458,17.859,37.905,32.1171,11.9871,1.3654,27.2367
1459,18.113,38.0825,32.0213,11.9285,1.3647,26.8548
1460,18.369,37.9363,32.0522,11.8293,1.3544,33.1007
1461,18.625,38.0289,31.9964,11.9442,1.3492,26.1166
1462,18.881,37.9104,31.887,11.9568,1.3368,25.7624
1463,19.137,38.0603,32.1983,11.9867,1.353,25.4178
1464,19.394,37.9931,32.2325,11.9175,1.3496,25.081
1465,19.65,38.1445,31.9041,11.9681,1.3375,24.7542
1466,19.906,37.9225,32.0282,11.9584,1.3427,24.4359
1467,20.162,37.8106,32.095,11.8573,1.3493,24.1256
1468,20.419,38.0292,32.1141,11.886,1.3522,23.822
1469,20.676,38.0412,32.0377,11.9799,1.3429,23.5259
1470,20.934,37.9643,31.9836,11.9807,1.3449,23.2359
1471,21.191,37.8846,31.9919,11.9633,1.3712,22.9541
1472,21.449,38.0309,32.1284,11.9155,1.3555,28.3475
1473,21.707,38.0341,32.1355,11.8528,1.3453,28.0106
1474,21.966,37.9102,31.9064,12.0361,1.3532,33.2164
1475,22.224,37.7609,31.8335,11.9908,1.3362,32.8308
1476,22.483,37.8811,31.937,11.9285,1.3442,32.4526
1477,22.743,37.9604,31.9404,11.9341,1.362,21.3877
1478,23.003,37.8812,32.109,11.9928,1.3409,31.719
1479,23.263,37.9518,32.1211,12.028,1.3662,31.3644
1480,23.523,37.8037,32.0558,11.8838,1.355,25.8481
1481,23.783,38.0586,32.1457,11.9533,1.337,30.6787
1482,24.043,38.2237,32.1056,11.9232,1.3526,20.2313
1483,24.305,37.891,32.1096,11.9807,1.3622,30.0198
1484,24.566,37.8811,31.8606,12.0009,1.3645,24.7507
1485,24.827,37.9393,32.0235,11.9006,1.34,29.3886
1486,25.089,37.9173,31.8354,11.9665,1.339,29.0817
1487,25.351,38.2237,32.1847,11.9629,1.3518,28.7812
1488,25.613,37.9655,31.9386,11.9389,1.3543,23.739
1489,25.875,38.0237,32.0863,11.8771,1.3411,28.1983
1490,26.137,37.969,31.9671,11.8844,1.3544,27.9156
1491,26.401,37.9218,32.0066,12.0078,1.3763,27.6365
1492,26.664,37.8229,32.0931,11.9418,1.3561,27.3639
1493,26.928,37.9879,31.8853,11.9479,1.3398,27.0956
1494,27.191,37.98,32.105,11.8836,1.3477,26.8336
1495,27.456,38.1256,32.1108,11.8838,1.3505,31.0037
1496,27.72,37.9604,32.055,11.9467,1.3373,30.7084
1497,27.984,38.1224,32.2794,11.9815,1.3541,26.0732
1498,28.249,38.1548,32.0522,11.9192,1.3525,25.8286
1499,28.514,37.9845,32.1125,11.9484,1.356,25.5885
1500,28.779,38.0739,32.0557,11.9762,1.3653,25.3529
1501,29.045,37.9172,31.9845,12.0195,1.3458,29.3075
1502,29.313,37.9879,31.9834,11.9766,1.3555,24.891
1503,29.579,37.8735,32.0609,11.9746,1.34,24.6672
1504,29.845,37.9139,31.9438,11.9775,1.3483,24.4473
1505,30.111,37.9845,31.9272,11.9099,1.3554,24.2314
1506,30.379,38.097,32.0541,11.8678,1.3506,24.0176
1507,30.646,37.9225,32.0092,11.9353,1.3425,23.8084
1508,30.913,37.8881,31.9318,11.9815,1.3613,23.6027
1509,31.181,37.9335,32.0948,11.8354,1.3492,23.3999
1510,31.45,37.8175,31.8664,11.85,1.3415,27.0663
1511,31.718,37.9432,31.9473,11.8829,1.3404,30.6716
1512,31.986,37.9818,32.055,11.9519,1.3574,26.6128
1513,32.254,37.9296,31.9369,11.8718,1.3722,22.6214
1514,32.523,37.8657,32.276,11.8981,1.3566,29.9124
1515,32.792,37.9853,32.0626,11.873,1.3468,29.667
1516,33.061,37.9964,31.9696,11.8471,1.355,25.7474
1517,33.331,38.1563,32.2475,12.0446,1.3459,29.1873
1518,33.601,38.0673,31.9675,11.918,1.343,25.3337
1519,33.872,37.9277,32.0522,11.9637,1.3599,28.7211
1520,34.142,37.8753,31.9302,11.9924,1.352,28.494
1521,34.413,37.9085,31.9422,12.0264,1.3541,28.2696
1522,34.684,38.0441,31.961,11.9519,1.3293,28.0487
1523,34.955,37.8334,32.032,11.9803,1.3478,27.8313
1524,35.226,37.8657,31.9251,11.9629,1.3559,27.6171
1525,35.499,37.9036,31.9249,11.8399,1.3432,27.4048
1526,35.771,37.8456,31.9217,11.943,1.3668,27.1964
1527,36.043,37.9678,31.9353,11.8844,1.3498,26.9911
1528,36.317,38.098,32.1951,11.9325,1.3658,26.7875
1529,36.59,38.1239,32.1084,12.0037,1.3499,26.5876
1530,36.864,38.0602,32.0591,11.8803,1.3617,26.39
1531,37.137,38.0275,32.2398,12.0281,1.3501,26.196
1532,37.411,37.8914,31.9111,11.9572,1.3595,32.5052
1533,37.685,37.8631,32.0303,11.9066,1.3517,32.2689
1534,37.959,37.7986,31.8984,11.9964,1.3411,25.6287
1535,38.234,37.8997,32.0575,12.0037,1.3629,28.625
1536,38.509,38.0167,32.0325,11.9964,1.3533,31.5784
1537,38.785,38.0774,32.1779,11.9924,1.361,31.3537
1538,39.06,38.0189,31.9851,11.9676,1.3541,31.1329
1539,39.336,38.0059,32.035,11.973,1.3584,24.7316
1540,39.612,38.0154,32.097,11.9318,1.3503,27.6292
1541,39.888,37.7434,31.881,11.9778,1.3691,27.438
1542,40.164,38.0,32.0867,12.0138,1.3659,27.2494
1543,40.441,38.0957,32.0591,11.9799,1.3715,24.0558
1544,40.718,38.117,32.0608,11.9497,1.3583,29.8652
1545,40.995,37.9936,31.9913,12.007,1.3566,29.6634
1546,41.272,37.9434,32.1355,11.9994,1.3568,29.4643
1547,41.55,38.0212,32.1538,11.9616,1.3677,29.2672
1548,41.828,38.1319,32.0846,11.8807,1.3533,29.0727
1549,42.106,37.9849,32.1211,11.9693,1.3488,28.8807
1550,42.385,38.1497,32.0763,11.9963,1.352,28.6906
1551,42.664,38.1526,31.976,11.9123,1.3514,28.503
1552,42.943,38.0808,32.128,11.9972,1.3348,28.3178
1553,43.223,38.1135,32.0694,11.9823,1.3601,28.1344
1554,43.503,38.1411,32.2878,11.9616,1.3644,25.158
1555,43.784,38.1824,32.2329,11.9325,1.3637,27.7739
1556,44.064,38.0184,32.1067,11.9831,1.3564,27.5974
1557,44.346,38.2,32.1797,11.9515,1.3586,27.4219
1558,44.627,38.1759,32.0849,12.0207,1.3594,27.2492
1559,44.908,38.1394,32.1828,12.0203,1.3572,27.0787
1560,45.19,38.098,32.0729,11.9625,1.353,29.6007
1561,45.472,38.2443,32.3827,11.9677,1.3445,26.7429
1562,45.755,38.0307,32.0948,11.9806,1.3671,26.5775
1563,46.038,38.0411,31.9845,12.0029,1.3478,26.4141
1564,46.321,38.0688,32.116,11.994,1.3645,26.2527
1565,46.604,38.0447,32.0643,11.9997,1.3435,31.312
1566,46.888,38.1759,32.122,11.8645,1.3387,25.9352
1567,47.171,38.1204,32.1637,12.1028,1.334,28.3576
1568,47.455,38.1015,32.1589,12.0389,1.3564,30.7504
1569,47.739,38.1873,32.2226,11.9487,1.332,30.5675
1570,48.023,38.0894,32.0988,12.0507,1.344,27.8545
1571,48.308,38.117,32.0574,11.9552,1.3599,30.2075
1572,48.593,38.108,32.2204,12.0017,1.3625,27.5278
1573,48.878,38.2541,32.2994,11.9766,1.3468,29.8552
1574,49.163,38.0219,32.0863,11.9115,1.3605,27.2086
1575,49.449,38.0305,32.0897,11.9422,1.3442,24.592
1576,49.735,38.1325,32.0874,11.9977,1.3616,29.3407
1577,50.021,37.9707,32.0195,12.0111,1.3499,29.173
1578,50.309,38.191,32.1916,11.8872,1.3642,26.5888
1579,50.596,38.1549,32.1538,12.028,1.3476,28.8415
1580,50.883,38.083,32.1396,11.9754,1.3562,28.6788
1581,51.17,38.0051,32.1813,11.9663,1.3518,26.1414
1582,51.459,38.1075,32.0371,12.0187,1.3449,28.3578
1583,51.747,38.2128,32.2798,11.9839,1.3404,28.1999
1584,52.035,37.9085,32.0156,12.024,1.3682,28.0439
1585,52.324,38.0378,32.109,12.0012,1.3632,27.889
1586,52.614,38.1445,32.1211,11.9568,1.3476,27.7352
1587,52.903,38.2496,32.1287,11.9726,1.3503,29.8824
1588,53.192,38.1273,32.2562,11.9803,1.3543,27.4339
1589,53.482,38.1127,32.015,11.9107,1.3529,27.2851
1590,53.772,37.9827,32.0557,12.0191,1.3422,27.138
1591,54.064,38.024,32.1865,11.8771,1.3563,29.2407
1592,54.355,37.982,32.122,11.9827,1.3536,26.8469
1593,54.646,38.1837,32.2441,11.9556,1.336,28.9292
1594,54.937,38.0963,32.0855,11.9726,1.3588,28.776
1595,55.229,38.1249,32.0456,11.9891,1.357,30.8257
1596,55.521,37.9975,32.1033,12.0717,1.3574,28.4733
1597,55.814,38.0499,32.0558,11.8763,1.3426,28.3239
1598,56.107,38.1445,32.0643,12.0276,1.3541,28.1759
1599,56.4,38.1014,32.1004,12.0587,1.3286,25.8734
1600,56.693,38.09,32.071,11.9705,1.3562,27.8847
1601,56.987,38.1239,32.2611,11.9928,1.3568,27.7408
1602,57.28,38.0603,32.1508,11.8892,1.3498,25.4759
1603,57.574,38.1319,32.2085,11.9389,1.358,25.3459
1604,57.868,37.9001,32.1331,12.0345,1.3533,25.2171
1605,58.163,38.1738,32.1262,11.9143,1.3639,29.2707
1606,58.459,38.2401,32.2968,12.0082,1.3501,27.0423
1607,58.755,38.055,32.1572,11.8718,1.3587,28.9758
1608,59.051,38.0929,32.0161,12.0656,1.3654,28.8305
1609,59.347,38.1167,32.1125,11.9507,1.3452,24.5886
1610,59.643,38.0957,32.2467,11.9204,1.3479,24.4666
1611,59.939,38.2167,32.217,11.956,1.3469,28.4034
1612,60.235,38.1979,32.0746,11.9819,1.3611,28.2638
1613,60.533,38.1005,32.1186,12.0082,1.3652,28.1247
1614,60.831,38.172,32.1566,11.9896,1.3337,29.986
1615,61.128,37.9586,32.1284,12.0304,1.3588,29.8403
1616,61.426,38.1015,32.2825,11.9964,1.3395,27.7158
1617,61.724,38.1651,32.1246,12.06,1.3598,27.582
1618,62.022,37.9853,32.1284,11.9188,1.3436,27.4495
1619,62.321,38.2035,32.3145,11.9746,1.3501,27.3178
1620,62.62,38.1187,32.137,11.9394,1.3474,27.1874
1621,62.919,38.1325,32.0797,12.0195,1.3595,27.0582
1622,63.218,37.9975,32.0174,11.9859,1.355,28.8538
1623,63.518,37.9931,32.2223,11.9309,1.3566,30.632
1624,63.818,37.9032,32.2054,11.9544,1.3588,26.677
1625,64.118,37.9334,32.0935,11.9499,1.3504,26.5522
1626,64.419,38.2121,31.9731,11.9568,1.3368,30.2036
1627,64.72,37.9665,32.2458,11.9544,1.3305,28.1841
1628,65.021,38.0789,32.1287,12.043,1.3498,29.9239
1629,65.324,38.09,32.0083,12.009,1.3525,29.7851
1630,65.627,37.973,32.1678,12.0284,1.3633,29.6476
1631,65.929,37.9381,32.0863,12.0049,1.3432,27.6673
1632,66.231,38.0774,32.2071,12.0231,1.3729,25.7051
1633,66.535,38.0062,31.937,11.9779,1.3531,25.5876
1634,66.838,38.1256,32.1486,11.9794,1.3532,29.1104
1635,67.142,38.1806,32.2439,12.0276,1.3424,28.9786
1636,67.446,38.0693,32.1915,11.9867,1.3439,27.045
1637,67.75,38.0537,32.0592,12.0009,1.3508,28.7186
1638,68.055,38.0376,32.015,12.0511,1.3599,28.5899
1639,68.36,38.1511,32.2051,12.0223,1.3534,26.6834
1640,68.665,37.9758,32.1297,11.9986,1.3681,28.3359
1641,68.97,38.2271,32.2278,11.9555,1.3575,26.4474
1642,69.275,38.0361,32.0607,11.905,1.343,26.331
1643,69.581,38.1701,32.1797,11.9301,1.3439,27.9628
1644,69.888,38.2349,32.1067,11.9782,1.3719,27.84
1645,70.194,38.0673,32.1406,12.0029,1.3597,27.7187
1646,70.501,38.1843,32.0863,11.9994,1.3406,25.8731
1647,70.808,38.1204,32.2573,11.9839,1.3601,27.4783
1648,71.115,38.1307,32.2278,11.954,1.3545,27.3597
1649,71.425,38.117,32.1624,11.9329,1.3658,27.2409
1650,71.733,38.2244,32.0948,11.956,1.3422,27.124
1651,72.041,38.2116,32.1194,11.9703,1.3672,28.696
1652,72.35,38.207,32.1791,11.9066,1.3493,30.2542
1653,72.659,37.9678,32.1899,12.0195,1.3602,28.4519
1654,72.968,38.0206,32.0247,12.0943,1.3408,26.6649
1655,73.277,38.0149,32.0999,11.8946,1.3404,26.5524
1656,73.587,38.2374,32.0983,11.9552,1.3534,29.7457
1657,73.897,38.0709,32.1211,11.9422,1.3546,26.3297
1658,74.207,37.9853,31.9709,12.0009,1.3543,26.2197
1659,74.518,38.1187,32.1847,11.9827,1.3433,26.1102
1660,74.83,38.0193,32.0918,11.9616,1.3575,29.2515
1661,75.142,38.0533,32.109,11.9293,1.3425,29.1301
1662,75.454,38.0206,32.0557,11.9235,1.3598,29.0096
1663,75.766,38.1139,32.2323,11.8949,1.3624,27.2852
1664,76.079,38.3222,32.1474,11.9119,1.344,27.1729
1665,76.392,38.1411,32.171,12.0232,1.3423,25.4697
1666,76.705,38.108,32.1338,11.9151,1.3544,28.5365
1667,77.019,37.9793,32.0832,11.9766,1.3374,28.4202
1668,77.333,38.2271,32.2656,11.9358,1.3597,26.7323
1669,77.647,37.9964,32.1314,11.9952,1.3559,25.0581
1670,77.961,38.1239,32.1228,11.9689,1.3637,28.0768
1671,78.275,38.1179,32.0926,12.0284,1.3422,27.9641
1672,78.59,38.0693,32.0643,11.9616,1.3554,26.3047
1673,78.905,37.8984,32.1486,11.9614,1.3501,27.7409
1674,79.22,38.1302,32.3709,11.937,1.3542,29.1656
1675,79.537,38.1528,32.3035,11.9738,1.3479,25.9915
1676,79.853,38.0516,32.1466,12.013,1.3626,27.4115
1677,80.169,38.0785,32.1934,12.0268,1.3664,28.8204
1678,80.486,38.1634,32.3207,11.9385,1.3589,27.196
1679,80.803,38.1391,32.1474,11.918,1.3511,25.5843
1680,81.12,38.0481,32.3328,11.8435,1.3577,26.9834
1681,81.438,38.117,32.2205,11.9847,1.357,26.878
1682,81.756,38.0791,31.98,11.8718,1.3554,26.7735
1683,82.074,38.0619,32.1523,12.0413,1.3491,26.6698
1684,82.394,38.098,32.0247,11.9119,1.3507,26.5662
1685,82.713,38.0167,32.0964,11.99,1.3473,27.9339
1686,83.034,38.0929,32.066,11.9936,1.3548,27.8259
1687,83.354,38.2856,32.2172,11.8832,1.3617,29.178
1688,83.675,38.2701,32.2192,12.0587,1.3327,27.6128
1689,83.995,38.1049,32.1179,12.0207,1.356,27.5076
1690,84.316,38.1598,32.2713,12.0211,1.3634,27.4028
1691,84.637,38.0917,32.0832,12.0203,1.3393,27.2989
1692,84.958,38.2701,32.4549,12.0575,1.3496,28.6271
1693,85.279,38.1428,32.0776,12.0745,1.3618,28.5194
1694,85.601,37.9621,31.9834,11.9883,1.3642,26.9915
1695,85.924,38.0499,32.0901,11.9519,1.3654,28.3053
1696,86.246,38.0743,32.2,12.0156,1.3543,28.1996
1697,86.569,38.2613,32.2747,11.9645,1.3624,25.285
1698,86.892,38.203,32.2248,11.9511,1.3564,26.5905
1699,87.216,38.1789,32.1968,12.0045,1.3636,27.886
1700,87.54,38.1566,32.1284,12.0596,1.3625,27.7828
1701,87.864,38.1895,32.1627,11.9569,1.3574,27.6803
1702,88.188,38.1429,32.2425,11.9754,1.3826,27.5786
1703,88.513,38.1441,32.1101,11.922,1.369,27.4774
1704,88.839,38.0603,32.0846,11.9633,1.3567,27.3765
1705,89.164,38.0111,31.9896,11.979,1.3375,27.2767
1706,89.49,37.9449,32.1297,12.0317,1.3494,28.5363
1707,89.817,38.2667,32.097,12.0826,1.3414,27.0784
1708,90.143,38.1843,32.1847,11.9596,1.3451,26.9805
1709,90.47,38.1843,32.2272,12.0519,1.3568,29.5713
1710,90.798,37.9364,32.1016,11.96,1.3785,26.7859
1711,91.125,38.1617,32.2484,11.9831,1.3569,26.6898
1712,91.454,38.1267,32.2391,11.9927,1.348,26.5937
1713,91.782,38.1057,32.0235,12.0146,1.3568,26.4987
1714,92.11,38.1129,32.1331,11.9827,1.3574,29.0448
1715,92.439,38.0464,32.0969,11.8908,1.3443,26.3104
1716,92.768,38.2667,32.3379,11.9665,1.3619,28.8388
1717,93.097,38.1371,32.1881,11.956,1.3505,28.7368
1718,93.427,38.2185,32.087,12.0474,1.3486,28.6353
1719,93.757,38.1581,32.049,11.9977,1.3565,28.5346
1720,94.087,38.1773,32.2458,12.0106,1.3608,27.142
1721,94.418,38.2263,32.0116,11.9523,1.3618,27.0468
1722,94.749,38.1152,32.1284,12.0272,1.355,25.6689
1723,95.08,38.2994,32.2398,12.0169,1.3683,25.5795
1724,95.412,38.2047,32.1968,11.8136,1.3509,26.7651
1725,95.745,38.1462,32.1297,11.8807,1.3515,27.9421
1726,96.077,38.0072,32.2526,11.8791,1.3499,27.8455
1727,96.41,38.275,32.2769,11.8917,1.3456,27.7493
1728,96.743,38.3449,32.0609,11.9147,1.3517,27.6538
1729,97.076,38.2237,32.3534,11.9151,1.3413,27.559
1730,97.411,38.1531,32.1348,12.0074,1.3634,27.4642
1731,97.745,38.069,32.202,12.0393,1.3662,27.3703
1732,98.079,38.2174,32.3218,11.9866,1.3505,28.517
1733,98.414,38.0912,32.0721,11.9989,1.3627,27.1843
1734,98.749,38.1528,32.0676,12.0774,1.3692,27.0921
1735,99.084,37.8962,32.0761,12.0474,1.3569,28.2278
1736,99.421,38.1101,32.1572,11.9321,1.3562,29.3552
1737,99.758,38.2047,32.2674,12.0199,1.3471,29.256
1738,100.094,38.0983,32.1084,12.0547,1.3551,29.1578
1739,100.432,38.0751,32.1831,11.9479,1.351,29.0597
1740,100.77,37.8986,32.0761,11.9621,1.3591,28.9622
1741,101.108,38.1476,32.1735,11.9422,1.3697,26.46
1742,101.447,38.098,32.1523,11.9968,1.3523,27.5703
1743,101.786,38.0219,32.1171,11.979,1.3493,28.6731
1744,102.125,38.104,32.1321,11.9341,1.3642,28.578
1745,102.465,38.0795,32.3188,11.9418,1.3684,27.2963
1746,102.806,38.0673,32.1389,12.0118,1.3393,26.0229
1747,103.147,38.2384,32.2289,12.0316,1.3691,28.2948
1748,103.489,38.0987,32.0761,11.9908,1.3276,28.2013
1749,103.831,37.994,32.04,11.8722,1.37,25.766
1750,104.172,38.2995,32.0757,12.0345,1.3507,28.0164
1751,104.514,38.0726,32.0795,11.9329,1.3537,27.9247
1752,104.856,38.1581,32.1058,12.1041,1.3554,27.8336
1753,105.198,38.1214,32.1622,12.024,1.3586,27.7432
1754,105.541,38.1825,32.1979,11.9896,1.3543,27.653
1755,105.884,38.1394,31.9537,12.0515,1.3501,27.5634
1756,106.227,38.2296,32.1077,11.9661,1.369,27.4744
1757,106.571,38.1808,32.1678,12.0345,1.3475,27.3857
1758,106.916,38.1779,32.0778,11.9572,1.3525,27.2974
1759,107.26,37.8908,31.9539,11.9641,1.3548,28.3436
1760,107.606,38.1406,32.1033,12.0041,1.362,28.2524
1761,107.952,38.0499,32.2611,12.1126,1.3522,27.0354
1762,108.297,38.1406,32.0643,11.8815,1.343,28.0722
1763,108.643,38.179,32.2136,12.0425,1.3536,26.8634
1764,108.989,38.1668,32.3137,11.9694,1.3679,27.8939
1765,109.335,38.1965,32.181,11.971,1.357,28.9179
1766,109.682,38.076,32.0532,11.9556,1.3381,26.609
1767,110.029,38.207,32.2306,11.8852,1.3547,27.6303
1768,110.377,38.1371,32.2441,11.9155,1.3531,28.6449
1769,110.726,38.1284,32.2085,12.0632,1.3298,28.5546
1770,111.074,38.2349,32.1287,12.0183,1.3626,28.4651
1771,111.423,38.0882,32.1695,12.0205,1.3672,26.1932
1772,111.772,38.0184,32.1396,12.0547,1.3421,28.2874
1773,112.121,37.9897,32.0388,11.9337,1.3453,28.1993
1774,112.472,38.0307,32.0083,11.9163,1.3568,27.0301
1775,112.822,38.1144,32.1169,11.9289,1.3687,28.0241
1776,113.172,38.1703,32.3918,11.9331,1.3637,27.9374
1777,113.523,38.1319,32.134,11.9972,1.3458,27.8511
1778,113.874,38.1313,32.2747,11.9641,1.3455,27.7652
1779,114.226,38.1336,32.1864,11.9503,1.3497,27.6796
1780,114.578,38.1406,32.1372,11.9806,1.3504,27.5946
