,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g ()
,28.29409,38.1518,30.4175,7.7343,2713.2717,24.2049,880.1264,133.5314112,7.9764,7.7696,2.7632,76.2642141055,250.0730843816,22.04038848,3.2790357485,0.0881357885
,28.528173,38.2246,30.5074,7.7172,2708.0468,23.923,881.2529,136.5148352,7.9521,7.7696,2.8272,75.1980625305,249.9109826298,22.48217712,3.3233699675,0.0899607408
,28.756951,38.266,30.4822,7.7838,2698.7663,23.7659,880.8022,137.8666992,7.9635,7.7696,2.8562,75.3927530642,248.9271613174,22.7453487,3.3017385783,0.0913735109
,28.986314,38.3154,30.4993,7.8161,2694.7397,23.9175,880.5126,135.7876256,7.9676,7.7696,2.8116,76.2097214171,248.4740352979,22.40170416,3.2603981576,0.090157123
,29.219717,38.1811,30.4711,7.71,2696.3637,23.938,881.3816,134.8646288,7.9349,7.7696,2.7918,75.1702401963,248.8691526219,22.15265382,3.3107404203,0.0890132569
,29.449062,38.065,30.359,7.706,2697.4721,24.1714,878.8388,135.6337928,7.9274,7.7696,2.8083,75.8611067295,248.253169169,22.26251742,3.2724696471,0.0896766696
,29.679021,38.1246,30.361,7.7636,2688.7502,23.4973,878.871,134.6362104,7.986,7.7696,2.7869,74.3342042882,247.4595435552,22.2561834,3.3290131498,0.0899386747
,29.907839,38.166,30.4872,7.6788,2694.1499,23.5387,880.7862,134.0488488,7.9812,7.7696,2.7743,73.5968949372,248.496842536,22.14224316,3.3764582425,0.0891047264
,30.141338,38.0004,30.3337,7.6667,2706.1855,23.4091,878.2434,135.8342416,8.0384,7.7696,2.8126,73.0684717325,248.8863478636,22.60880384,3.4062071091,0.0908398714
,30.370651,38.2448,30.5609,7.6839,2704.5126,24.267,881.4461,133.9136624,7.9284,7.7696,2.7714,75.9278576511,249.6395477509,21.97276776,3.2878518567,0.0880179761
,30.600098,38.2033,30.4408,7.7625,2691.0656,24.1263,879.5631,133.1678064,7.9875,7.7696,2.7554,76.3125148427,247.867680885,22.0087575,3.2480607066,0.0887923646
,30.830092,38.1357,30.4085,7.7272,2696.9177,24.0236,879.3539,132.986004,7.9955,7.7696,2.7515,75.6187829622,248.3476215789,21.99961825,3.2842054824,0.08858397
,31.058839,38.165,30.3681,7.7969,2707.7768,23.923,879.4182,135.0883856,7.9984,7.7696,2.7966,76.0274452744,249.3658224365,22.36832544,3.2799447823,0.0897008468
,31.300409,37.9236,30.1499,7.7737,2714.3515,23.7047,875.6201,134.524332,8.0369,7.7696,2.7845,75.0944631913,248.8917071394,22.37874805,3.314381601,0.0899135946
,31.529749,38.0832,30.3549,7.7283,2717.5788,23.7863,879.2573,136.3330328,7.9696,7.7696,2.8233,74.8832182718,250.2227231187,22.50057168,3.3415059995,0.0899221757
,31.759187,38.0145,30.2519,7.7626,2710.4702,24.1433,876.8271,133.6665976,8.0343,7.7696,2.7661,76.3673367807,248.8784070224,22.22367723,3.2589640744,0.0892953209
,31.989191,38.1761,30.3559,7.8202,2703.2871,23.9267,878.8549,133.4195328,7.9371,7.7696,2.7608,76.2817083737,248.7928917017,21.91274568,3.2615013088,0.088076253
,32.218009,38.2579,30.4448,7.8131,2696.3637,23.8591,880.6091,135.1583096,7.9797,7.7696,2.7981,75.9925025644,248.6510275551,22.32799857,3.2720468357,0.0897965264
