t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM)
19.060447,42.4151,35.1051,7.31,3241.7451,26.0006,96.1500408,96.1500408,11.3394,0.116,7.152755887,3200,35.12,19.25047019,3056.990226,2.909341646,2.039036129,3.0946,1.8413,77.12320941,32.64051132,12.87923722,0.423225532,0.639672492,11.5391248,42.27275589,34.94191348,3.0946,1.971820968,25.67791895,3241.100681
19.282483,42.2788,35.0373,7.2415,3238.4516,26.0006,95.6605728,95.6605728,11.3435,0.113,7.148547586,3200,35.12,19.25047019,3056.990226,2.909341646,2.039036129,3.0946,1.8308,76.3484712,32.44135648,12.7676798,0.424911671,0.640160648,11.53762917,42.26854759,34.94581651,3.0946,1.969249434,25.70439265,3241.655893
19.519852,42.3418,35.223,7.1188,3238.4516,25.8532,94.4299104,94.4299104,11.2735,0.113,7.142565594,3200,35.12,19.28190245,3060.504216,2.89095745,2.047896619,3.0946,1.8044,74.53576859,32.02400212,12.3419034,0.429646098,0.635208033,11.53693321,42.26256559,34.95331215,3.0946,1.967272455,25.72987585,3241.396661
19.768887,42.4621,35.1008,7.3613,3234.2893,25.8532,96.8213112,96.8213112,11.3089,0.116,7.136711396,3200,35.12,19.28190245,3060.504216,2.89095745,2.047896619,3.0946,1.8557,77.26290638,32.79279554,12.98592573,0.424431297,0.639955374,11.53683661,42.2567114,34.96433189,3.0946,1.965413968,25.75423211,3239.683763
19.991088,42.3955,35.113,7.2825,3234.2893,26.1741,102.452524,102.452524,11.0349,0.11,7.133264481,3200,35.12,19.28190245,3060.504216,2.89095745,2.047896619,3.0946,1.9765,77.3247449,34.70005343,13.81047985,0.448757425,0.62854312,11.53685989,42.25326448,34.97890636,3.0946,1.963168768,25.77734867,3237.277106
20.224441,42.3473,35.1283,7.219,3192.9023,26.1741,100.2802184,100.2802184,10.9089,0.117,7.134327552,3200,35.12,19.33128846,3062.260426,2.876569345,2.053458745,3.0946,1.9299,76.60176451,33.52968847,13.05308611,0.43771431,0.627893878,11.53602983,42.25432755,34.99695719,3.0946,1.960332657,25.79913512,3233.86818
20.477447,42.3699,35.0018,7.3681,3192.9023,25.9397,99.9259368,99.9259368,10.9487,0.108,7.141340115,3200,35.12,19.33128846,3062.260426,2.876569345,2.053458745,3.0946,1.9223,77.59814188,33.41123089,13.04668601,0.430567409,0.629928484,11.53251146,42.26134011,35.01797141,3.0946,1.957324864,25.81952489,3225.264725
20.695398,42.1463,34.9914,7.1549,3174.8911,25.9397,97.5485208,97.5485208,10.9975,0.111,7.154574815,3200,35.12,19.33128846,3062.260426,2.876569345,2.053458745,2.8843,1.8713,75.19248778,32.43232916,12.57962175,0.431324061,0.634540358,11.52350543,42.27457482,35.0407369,2.8843,1.955172753,25.83847801,3207.885797
20.925724,42.0864,35.0825,7.0039,3174.8911,25.2858,99.6229328,99.6229328,10.8108,0.113,7.172733665,3200,35.12,19.35962783,3060.949573,2.868809242,2.041057644,2.8665,1.9158,71.63613431,33.12201684,12.71133064,0.462364659,0.625304031,11.50587322,42.29273366,35.06327281,2.8665,1.955067186,25.85597993,3187.33696
21.20534,42.241,35.0238,7.2172,3144.2504,25.2858,100.1310472,100.1310472,10.7655,0.112,7.19282074,3200,35.12,19.35962783,3060.949573,2.868809242,2.041057644,2.8665,1.9267,73.98224548,32.96966243,12.74188885,0.4456429,0.62912045,11.47718337,42.31282074,35.08309283,2.8665,1.957817667,25.8720329,3173.428645
21.395911,42.0797,35.0923,6.9874,3144.2504,25.4087,101.170584,101.170584,10.816,0.114,7.21057339,3200,35.12,19.35962783,3060.949573,2.868809242,2.041057644,2.8665,1.949,71.80194963,33.31194565,13.080384,0.463942077,0.632817555,11.43641634,42.33057339,35.09782787,2.8665,1.963585924,25.88664,3165.720928
21.629387,42.2373,35.0977,7.1396,3138.236,25.4087,101.426972,101.426972,10.7843,0.111,7.221540845,3200,35.12,19.40669896,3055.063735,2.866560862,2.024278337,2.8665,1.9545,73.48415158,33.33248388,13.07791435,0.45360099,0.632353545,11.38413823,42.34154084,35.10592065,2.8665,1.971970725,25.89978776,3155.709159
21.878479,42.0455,34.8802,7.1653,3138.236,25.4113,103.6552168,103.6552168,10.7837,0.11,7.222330988,3200,35.12,19.40669896,3055.063735,2.866560862,2.024278337,2.8665,2.0023,73.77575125,34.06476379,13.59220251,0.461733879,0.633857397,11.32245243,42.34233099,35.10701843,2.8665,1.98227108,25.91143461,3142.792605
22.09761,41.9508,34.9866,6.9642,3139.9521,25.4113,101.3197552,101.3197552,10.8886,0.115,7.211372315,3200,35.12,19.40669896,3055.063735,2.866560862,2.024278337,2.8665,1.9522,71.55285094,33.31545679,13.25672492,0.465606281,0.638043928,11.25483534,42.33137231,35.10184109,2.8665,1.993750703,25.92150757,3135.282582
22.329766,42.1768,35.0532,7.1236,3139.9521,25.3737,105.6550432,105.6550432,10.8557,0.117,7.188931619,3200,35.12,19.4824369,3041.315354,2.864348838,2.005517736,2.8665,2.0452,73.20633095,34.74096457,14.20207764,0.474562297,0.639074876,11.18579661,42.30893162,35.09164652,2.8665,2.005811748,25.9299051,3136.376012
22.587184,41.9514,34.8625,7.0889,3152.9562,25.3737,100.4293896,100.4293896,10.8019,0.117,7.156697021,3200,35.12,19.4824369,3041.315354,2.864348838,2.005517736,2.8665,1.9331,72.82333489,33.15945456,12.88115289,0.455341061,0.629719432,11.12036353,42.27669702,35.0777799,2.8665,2.018051063,25.9365032,3140.674581
22.808978,42.0357,34.8479,7.1878,3152.9562,25.4226,99.7907504,99.7907504,10.937,0.108,7.117360418,3200,35.12,19.4824369,3041.315354,2.864348838,2.005517736,2.8665,1.9194,74.05737714,32.94859072,12.9924778,0.44490626,0.637128246,11.06337671,42.23736042,35.06149493,2.8665,2.030190505,25.94116315,3144.144665
23.03817,42.2092,34.9059,7.3033,3156.5656,25.4226,102.0189952,102.0189952,10.851,0.114,7.074245079,3200,35.12,19.56532039,3021.25886,2.857672449,1.997211829,2.8665,1.9672,75.33464793,33.72286613,13.3460872,0.447640854,0.632985557,11.0187224,42.19424508,35.04376358,2.8665,2.041887329,25.94374042,3148.217578
23.291759,42.2122,35.1454,7.0668,3156.5656,25.3034,101.7579456,101.7579456,10.8026,0.114,7.031000255,3200,35.12,19.56532039,3021.25886,2.857672449,1.997211829,2.8665,1.9616,72.378322,33.63657494,13.19038016,0.464732727,0.629980317,10.9887608,42.15100025,35.02514078,2.8665,2.052574941,25.94409422,3153.572514
23.509424,42.0131,35.0073,7.0058,3137.3786,25.3034,100.86758,100.86758,10.7708,0.111,6.991443077,3200,35.12,19.56532039,3021.25886,2.857672449,1.997211829,2.8665,1.9425,71.70690899,33.13959135,12.922279,0.462153394,0.631337869,10.97399331,42.11144308,35.00609987,2.8665,2.061531221,25.9420966,3156.682372
23.742653,42.3014,35.1277,7.1737,3137.3786,25.4713,101.0587056,101.0587056,10.7922,0.114,6.959241233,3200,35.12,19.59750535,3001.022443,2.845155157,1.989213578,2.8665,1.9466,74.04301755,33.20238481,13.00809652,0.448420201,0.632728542,10.97292265,42.07924123,34.98767493,2.8665,2.068112155,25.9376397,3153.58443
24.023986,42.2031,35.1582,7.0449,3129.0444,25.4713,101.893132,101.893132,10.7095,0.113,6.937307546,3200,35.12,19.59750535,3001.022443,2.845155157,1.989213578,2.8665,1.9645,72.61593858,33.38760409,13.03881275,0.459783413,0.63013844,10.98225078,42.05730755,34.97174806,2.8665,2.071938183,25.93064209,3144.417773
24.213869,42.04,34.9077,7.1323,3129.0444,25.2537,100.3221728,100.3221728,10.8484,0.116,6.927305338,3200,35.12,19.59750535,3001.022443,2.845155157,1.989213578,2.8665,1.9308,72.95568661,32.87284355,12.94609072,0.450586446,0.63718524,10.99750652,42.04730534,34.96070735,2.8665,2.072968981,25.92105518,3134.278952
24.452616,42.0491,34.9866,7.0625,3135.6655,25.2537,102.755528,102.755528,10.7745,0.11,6.929352608,3200,35.12,19.55680082,2986.174911,2.828201171,1.968264711,2.8665,1.983,72.18892303,33.74143434,13.3658335,0.467404595,0.633222444,11.01396829,42.04935261,34.95663757,2.8665,2.071504393,25.90886878,3128.856576
24.700083,41.8909,34.8894,7.0015,3135.6655,25.4035,100.937504,100.937504,10.8384,0.116,6.941712571,3200,35.12,19.55680082,2986.174911,2.828201171,1.968264711,2.8665,1.944,71.94306447,33.14445685,13.0698496,0.46070399,0.635697538,11.02763585,42.06171257,34.96034568,2.8665,2.068131204,25.89411308,3129.421012
24.922358,42.0534,34.9255,7.1279,3138.6005,25.4035,100.7603632,100.7603632,10.8496,0.119,6.960704621,3200,35.12,19.55680082,2986.174911,2.828201171,1.968264711,2.8665,1.9402,73.33982407,33.11725876,13.05039392,0.451559016,0.635632136,11.03595777,42.08070462,34.97074506,2.8665,2.063624406,25.87685789,3133.260799
25.159586,42.0051,34.8711,7.134,3138.6005,25.46,97.7396464,97.7396464,10.7987,0.116,6.981268692,3200,35.12,19.49353056,2976.897829,2.812778067,1.956526558,2.8665,1.8754,73.57049622,32.12442927,12.25188198,0.436648261,0.630419978,11.03811201,42.10126869,34.98499697,2.8665,2.058783972,25.85721199,3136.979948
25.41211,41.9385,34.7849,7.1536,3135.4514,25.46,105.4499328,105.4499328,10.7647,0.109,6.998151159,3200,35.12,19.49353056,2976.897829,2.812778067,1.956526558,2.8665,2.0408,73.78756407,34.62382136,13.96859976,0.469236541,0.634493794,11.03480981,42.11815116,34.99924814,2.8665,2.054230764,25.83532361,3138.632311
25.631988,41.999,35.0739,6.9251,3135.4514,25.508,101.3477248,101.3477248,10.806,0.109,7.007152933,3200,35.12,19.49353056,2976.897829,2.812778067,1.956526558,2.8665,1.9528,71.3912931,33.27688719,13.1019568,0.466119687,0.634132534,11.02771826,42.12715293,35.00956558,2.8665,2.050329323,25.81138084,3138.177895
25.864048,42.0552,34.9725,7.0827,3141.2404,25.508,102.3173376,102.3173376,10.8161,0.115,7.005917367,3200,35.12,19.45633719,2970.245168,2.801113385,1.943348985,2.8665,1.9736,73.13998644,33.65728054,13.34665496,0.460176193,0.634235881,11.01877376,42.12591737,35.01291245,2.8665,2.047324015,25.78561111,3136.808955
26.113485,42.2544,35.1625,7.0919,3141.2404,25.4296,102.5084632,102.5084632,10.8072,0.11,6.994271143,3200,35.12,19.45633719,2970.245168,2.801113385,1.943348985,2.8665,1.9777,73.01695469,33.72015129,13.37339944,0.461812622,0.633846487,11.00971089,42.11427114,35.00808922,2.8665,2.045483816,25.758279,3136.453249
26.331269,41.9611,34.9511,7.01,3132.031,25.4296,103.1797336,103.1797336,10.7927,0.116,6.97429811,3200,35.12,19.45633719,2970.245168,2.801113385,1.943348985,2.8665,1.9921,72.1110042,33.84145847,13.50013767,0.46929673,0.635319476,11.00186956,42.09429811,34.99625288,2.8665,2.045078742,25.72968211,3138.136726
26.569002,42.2324,35.1601,7.0723,3132.031,25.3908,103.3708592,103.3708592,10.8062,0.114,6.949959708,3200,35.12,19.44286535,2964.495897,2.787589724,1.931016971,2.8665,1.9962,72.68906895,33.9041449,13.57133644,0.466427007,0.636244816,10.99612426,42.06995971,34.98060405,2.8665,2.04628545,25.70014447,3139.42634
26.822046,42.164,34.9652,7.1988,3140.3813,25.3908,99.8000736,99.8000736,10.7548,0.11,6.926134158,3200,35.12,19.44286535,2964.495897,2.787589724,1.931016971,2.8665,1.9196,74.08623474,32.82024825,12.64491408,0.443000624,0.629029797,10.9928408,42.04613416,34.96535604,2.8665,2.049128036,25.6700078,3137.178925
27.03992,42.2544,34.9572,7.2972,3140.3813,25.4035,100.1730016,100.1730016,10.9921,0.115,6.907516623,3200,35.12,19.44286535,2964.495897,2.787589724,1.931016971,2.8665,1.9276,75.2106421,32.94288933,13.18837196,0.438008351,0.64318499,10.9919168,42.02751662,34.95447254,2.8665,2.053401015,25.63962195,3133.832081
27.277483,42.0638,35.0635,7.0003,3173.8776,25.4035,97.1755928,97.1755928,11.0993,0.113,6.897810415,3200,35.12,19.42802572,2959.201157,2.769973127,1.916328705,2.8665,1.8633,71.92980409,32.29802679,12.68132569,0.449021476,0.640327839,10.99307689,42.01781041,34.95058461,2.8665,2.058542074,25.60933555,3135.985659
27.554868,42.1719,35.0122,7.1597,3173.8776,25.3724,99.9958608,99.9958608,11.1598,0.113,6.89912914,3200,35.12,19.42802572,2959.201157,2.769973127,1.916328705,2.8665,1.9238,73.60100823,33.23539273,13.46922324,0.45156165,0.645974712,10.99649316,42.01912914,34.95441997,2.8665,2.06356447,25.57948754,3146.972516
27.744337,42.2257,35.0599,7.1658,3197.258,25.3724,98.6812896,98.6812896,11.0644,0.113,6.911579497,3200,35.12,19.42802572,2959.201157,2.769973127,1.916328705,2.8665,1.8956,73.66833262,33.040082,12.97367664,0.448497758,0.634794933,11.00334167,42.0315795,34.9649532,2.8665,2.06719022,25.55039984,3164.100724
27.983092,42.222,35.1185,7.1035,3197.258,25.2863,102.8767296,102.8767296,11.0292,0.115,6.933348816,3200,35.12,19.38906073,2955.350853,2.753961031,1.922135154,2.8665,1.9856,72.73308433,34.44478276,13.89957952,0.473577919,0.635787999,11.01566198,42.05334882,34.98007643,2.8665,2.068203681,25.52237067,3181.312946
28.234318,41.9165,34.7966,7.1199,3196.3859,25.2863,98.5321184,98.5321184,11.2113,0.111,6.96132383,3200,35.12,19.38906073,2955.350853,2.753961031,1.922135154,2.8665,1.8924,72.91347338,32.98113853,13.21626412,0.452332566,0.64328477,11.03544475,42.08132383,34.99732905,2.8665,2.065883893,25.49566831,3193.461256
28.448989,42.1059,35.066,7.0399,3196.3859,25.6326,97.697692,97.697692,11.45,0.11,6.991695209,3200,35.12,19.38906073,2955.350853,2.753961031,1.922135154,2.8665,1.8745,73.02003769,32.70183537,13.463025,0.447847418,0.656324783,11.0637192,42.11169521,35.01430918,2.8665,2.060263442,25.47052571,3198.827751
28.681988,42.2037,34.9774,7.2263,3246.1469,25.6326,95.7677896,95.7677896,11.5158,0.117,7.020319174,3200,35.12,19.3179463,2956.797704,2.743233583,1.927276086,2.8665,1.8331,75.09839208,32.55489137,13.10961298,0.433496517,0.648431375,11.10048354,42.14031917,35.02877276,2.8665,2.052015399,25.44713796,3200.278778
28.939245,42.2361,34.9487,7.2874,3246.1469,25.3103,100.1030776,100.1030776,11.5572,0.11,7.043333131,3200,35.12,19.3179463,2956.797704,2.743233583,1.927276086,2.8665,1.9261,74.8268146,34.02861056,14.26032292,0.454764923,0.654164909,11.14540157,42.16333313,35.03881069,2.8665,2.042062602,25.42566445,3206.902491
29.154725,42.3466,35.1515,7.1951,3269.6779,25.3103,101.7579456,101.7579456,11.5418,0.114,7.058214776,3200,35.12,19.3179463,2956.797704,2.743233583,1.927276086,2.7431,1.9616,73.81061264,34.8419072,14.64039488,0.472044682,0.649803547,11.19839,42.17821478,35.0432385,2.7431,2.031275436,25.40623269,3226.594373
29.390968,42.2929,34.9682,7.3247,3269.6779,25.8041,98.1498672,98.1498672,11.4519,0.113,7.064663746,3200,35.12,19.21262709,2965.509141,2.734984973,1.949037972,2.7431,1.8842,76.70535056,33.60650163,13.57766998,0.438124608,0.642068318,11.25946948,42.18466375,35.04193889,2.7431,2.020479539,25.38893956,3252.831143
29.643734,42.4224,35.1081,7.3143,3238.8903,25.8041,96.7560488,96.7560488,11.2987,0.115,7.06471586,3200,35.12,19.21262709,2965.509141,2.734984973,1.949037972,2.7431,1.8543,76.58861502,32.81731013,12.95117941,0.4284881,0.638418546,11.32798085,42.18471586,35.03595858,2.7431,2.010557072,25.37385169,3269.219855
29.862026,42.31,35.0947,7.2153,3238.8903,25.5679,98.9423392,98.9423392,11.3905,0.117,7.06208599,3200,35.12,19.21262709,2965.509141,2.734984973,1.949037972,2.7431,1.9012,74.78649393,33.55884692,13.6556186,0.44872871,0.645302821,11.40167706,42.18208599,35.02728247,2.7431,2.002324632,25.36100989,3266.896472
30.103645,42.3399,35.0623,7.2776,3231.2292,25.5679,96.8912352,96.8912352,11.4446,0.114,7.061061756,3200,35.12,19.10172172,2982.422473,2.724843302,1.961778399,2.7431,1.8572,75.47938368,32.7854293,13.25491112,0.434362705,0.648303578,11.47634085,42.18106176,35.01836406,2.7431,1.996258516,25.35043645,3250.901155
30.352584,42.1878,35.1888,6.999,3231.2292,25.7983,100.5132984,100.5132984,11.4078,0.109,7.065274324,3200,35.12,19.10172172,2982.422473,2.724843302,1.961778399,2.7431,1.9349,73.03308843,34.01103961,14.07295222,0.465693569,0.648993752,11.54639472,42.18527432,35.01162011,2.7431,1.992368147,25.34213973,3234.518851
30.570484,42.12,35.168,6.952,3240.8662,25.7983,100.5132984,100.5132984,11.3701,0.119,7.076614261,3200,35.12,19.10172172,2982.422473,2.724843302,1.961778399,2.7431,1.9349,72.50565217,34.11247605,14.00000649,0.470480232,0.644925524,11.60625548,42.19661426,35.0090393,2.7431,1.990322873,25.33611555,3228.329556
30.812112,42.1084,35.0214,7.087,3240.8662,25.2426,97.4785968,97.4785968,11.4924,0.115,7.094556559,3200,35.12,18.99881182,3003.550615,2.713189232,1.962881859,2.7431,1.8698,72.42621106,33.08255078,13.48848952,0.456775942,0.649541496,11.65165196,42.21455656,35.0119501,2.7431,1.989707594,25.33234792,3232.065368
31.061183,42.0326,35.0061,7.0265,3256.0949,25.2426,98.0659584,98.0659584,11.4962,0.112,7.116146368,3200,35.12,18.99881182,3003.550615,2.713189232,1.962881859,2.7431,1.8824,71.76190151,33.43828143,13.64044688,0.465961474,0.64717581,11.68044645,42.23614637,35.02079838,2.7431,1.990191813,25.33080781,3239.016402
31.279088,42.3332,34.9352,7.398,3256.0949,25.5377,99.0775256,99.0775256,11.4638,0.112,7.136778502,3200,35.12,18.99881182,3003.550615,2.713189232,1.962881859,2.7431,1.9041,76.72771598,33.78320304,13.82822158,0.440299866,0.646126466,11.69297418,42.2567785,35.03480764,2.7431,1.991494738,25.33144649,3245.395909
31.517873,42.277,35.0525,7.2245,3247.6904,25.5377,102.9606384,102.9606384,11.4962,0.116,7.15167891,3200,35.12,18.95776166,3021.78727,2.704654165,1.978176275,2.7431,1.9874,74.80035841,35.01663955,14.84754788,0.468134649,0.652476884,11.69188225,42.27167891,35.05180037,2.7431,1.993303101,25.33418634,3251.20897
31.768907,42.2782,35.0849,7.1933,3247.6904,25.5387,99.7208264,99.7208264,11.4455,0.117,7.157613498,3200,35.12,18.95776166,3021.78727,2.704654165,1.978176275,2.7431,1.9179,74.45668276,33.9147881,13.95132445,0.455496899,0.647249347,11.68142272,42.2776135,35.0685939,2.7431,1.995354505,25.33891618,3254.797206
31.991715,41.9697,35.0458,6.9239,3248.5732,25.5387,98.0100192,98.0100192,11.4353,0.11,7.153916937,3200,35.12,18.95776166,3021.78727,2.704654165,1.978176275,2.7431,1.8812,71.46388471,33.34200781,13.51208636,0.46655745,0.645194689,11.66641504,42.27391694,35.08196201,2.7431,1.997594827,25.34549306,3253.13302
32.225264,42.4065,35.1863,7.2202,3248.5732,25.4452,103.0398856,103.0398856,11.4302,0.114,7.142219242,3200,35.12,18.99603796,3032.985793,2.700763549,1.988317765,2.7431,1.9891,74.48182999,35.053117,14.73581082,0.47062642,0.648610245,11.65121948,42.26221924,35.08967435,2.7431,2.000160187,25.3537471,3248.169559
32.473949,42.2972,35.1766,7.1206,3236.6977,25.4452,97.2734864,97.2734864,11.3676,0.114,7.125420366,3200,35.12,18.99603796,3032.985793,2.700763549,1.988317765,2.7431,1.8654,73.37941213,32.97047762,13.20512104,0.449315096,0.643154803,11.63897506,42.24542037,35.09113607,2.7431,2.003201334,25.36348634,3245.425139
32.695923,42.4572,35.2749,7.1823,3236.6977,25.4522,98.9283544,98.9283544,11.4186,0.11,7.106980119,3200,35.12,18.99603796,3032.985793,2.700763549,1.988317765,2.7431,1.9009,74.08271027,33.53138882,13.70561674,0.452620979,0.64732233,11.63123059,42.22698012,35.08752862,2.7431,2.006740652,25.37450051,3245.083103
32.92961,42.1768,34.9841,7.1927,3241.477,25.4522,97.3294256,97.3294256,11.4031,0.11,7.090648052,3200,35.12,19.05528348,3039.089931,2.697173424,1.996001954,2.7431,1.8666,74.19785384,33.03815012,13.28502646,0.445270967,0.644256,11.6279934,42.21064805,35.08147859,2.7431,2.010581822,25.38656428,3242.538907
33.173894,42.164,35.0147,7.1493,3241.477,25.5429,100.2662336,100.2662336,11.412,0.114,7.079928413,3200,35.12,19.05528348,3039.089931,2.697173424,1.996001954,2.7431,1.9296,73.98004578,34.03503984,14.0205952,0.460057026,0.646997779,11.6281399,42.19992841,35.07616441,2.7431,2.014262355,25.39944091,3238.075391
33.396693,42.0271,34.7923,7.2348,3238.8903,25.5429,98.42024,98.42024,11.4686,0.116,7.077020547,3200,35.12,19.05528348,3039.089931,2.697173424,1.996001954,2.7431,1.89,74.9300321,33.38176351,13.675654,0.445505795,0.649326211,11.63002974,42.19702055,35.07398341,2.7431,2.017152932,25.41288717,3237.027816
33.634243,42.3741,35.1882,7.1859,3238.8903,25.7119,97.7116768,97.7116768,11.4391,0.11,7.081876697,3200,35.12,19.09233668,3042.961829,2.692380982,2.00335332,2.7431,1.8748,74.87887284,33.14143602,13.44602468,0.442600626,0.647106078,11.63211593,42.2018767,35.07543663,2.7431,2.018686195,25.42665985,3239.992316
33.879989,41.9666,35.1112,6.8554,3245.2922,25.7119,97.9167872,97.9167872,11.4191,0.11,7.092204561,3200,35.12,19.09233668,3042.961829,2.692380982,2.00335332,2.7431,1.8792,71.18240725,33.27664845,13.45877272,0.467484168,0.644859796,11.63337768,42.21220456,35.07906674,2.7431,2.018530112,25.44052376,3241.912803
