,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),,
3215,757.709086,42.434,34.9059,7.5281,3285.4831,25.6768,101.9350864,101.9350864,11.1597,0.118,7.0875258987,3200,35.12,19.9411830689,3239.6302910139,3.2203177671,2.0328868729,3.3354,1.9654,78.5987527431,35.0712746517,21.93327438,0.4462065036,0.6253914235,11.9597313971,42.434,34.8455202467,3.3354,1.9640380037,25.3152415647,3087.3622100978,,
3216,757.962205,42.2526,35.0428,7.2098,3285.4831,26.0495,101.496896,101.496896,11.0387,0.116,7.0919098006,3200,35.12,19.9411830689,3239.6302910139,3.1628811935,2.0006353298,3.3354,1.956,76.1328589598,34.9205130601,21.5916972,0.4586785987,0.6183098502,11.8677897423,42.2526,34.8584568683,3.3354,1.9752566395,25.3191476718,3093.6963882433,,
3217,758.184838,42.299,34.9346,7.3644,3257.426,26.0495,99.515716,99.515716,11.0019,0.11,7.0987849874,3200,35.12,19.9411830689,3239.6302910139,3.1628811935,2.0006353298,3.3338,1.9135,77.884680713,33.9464878312,21.05213565,0.4358557745,0.6201565168,11.7723920751,42.299,34.8707644593,3.3338,1.9881151999,25.3254924928,3095.9104411029,,
3218,758.419319,42.2642,34.956,7.3082,3257.426,25.9787,99.6369176,99.6369176,11.0139,0.114,7.1082357691,3200,35.12,20.0012283299,3200.5670625994,3.1628811935,2.0006353298,3.2108,1.9161,77.0379084948,33.9878317395,21.10373379,0.4411832097,0.6209202738,11.6771423505,42.2642,34.8830357962,3.2108,2.0019936107,25.3342009653,3082.6973862646,,
3219,758.697411,42.3216,35.0672,7.2544,3248.1318,25.9787,99.8979672,99.8979672,11.0186,0.113,7.1200803075,3200,35.12,20.0012283299,3200.5670625994,3.1119928989,1.9649606937,3.2108,1.9217,76.4299404908,33.9796508299,21.17444362,0.4445855984,0.6231507123,11.5854750474,42.3216,34.8959003037,3.2108,2.0158876919,25.3451860098,3063.4370137287,,
3220,758.889476,42.2605,34.9603,7.3002,3248.1318,26.2924,99.5716552,99.5716552,10.9686,0.11,7.1335979749,3200,35.12,20.0012283299,3200.5670625994,3.1119928989,1.9649606937,3.2108,1.9147,77.876666764,33.8686579025,21.00157842,0.4349012266,0.6200888881,11.5002092387,42.2605,34.9096788907,3.2108,2.028565493,25.3583536035,3051.0479811012,,
3221,759.122446,42.357,35.0037,7.3533,3239.9086,26.2924,100.075108,100.075108,11.004,0.109,7.1476370458,3200,35.12,20.0135342101,3158.7700974353,3.1119928989,1.9649606937,3.2108,1.9255,78.4839702659,33.9537263066,21.188202,0.4326198865,0.6240317133,11.423477868,42.357,34.9243278062,3.2108,2.0388180187,25.3736065943,3047.6592641731,,
3222,759.366597,42.2006,35.0684,7.1322,3239.9086,25.6803,102.825452,102.825452,10.9343,0.116,7.1609081959,3200,35.12,20.0135342101,3158.7700974353,3.0742866885,1.9295070921,3.2108,1.9845,74.1869788813,34.8868697155,21.69911835,0.47025597,0.6219852491,11.3567473126,42.2006,34.9395086959,3.2108,2.045747166,25.390848654,3046.7691078,,
3223,759.591082,42.3515,35.0116,7.3399,3241.0859,25.6803,98.723244,98.723244,11.0453,0.112,7.1722502793,3200,35.12,20.0135342101,3158.7700974353,3.0742866885,1.9295070921,3.2108,1.8965,76.5071372132,33.507233847,20.94741145,0.4379621963,0.6251608696,11.3008211497,42.3515,34.9546951212,3.2108,2.0490044291,25.409985251,3043.4716099343,,
3224,759.827045,42.208,35.033,7.175,3241.0859,25.8796,104.1633312,104.1633312,10.9172,0.114,7.1807807389,3200,35.12,19.9956003751,3119.8789019347,3.0742866885,1.9295070921,3.2108,2.0132,75.2445474033,35.3536305675,21.97850704,0.4698497338,0.6216760963,11.255873292,42.208,34.9693361793,3.2108,2.0488916739,25.4309170647,3039.5647164274,,
3225,760.078071,42.4206,35.0892,7.3314,3225.3439,25.8796,99.7348112,99.7348112,10.8167,0.117,7.1859900302,3200,35.12,19.9956003751,3119.8789019347,3.0434754788,1.8928939976,3.2108,1.9182,77.005206771,33.6861528672,20.74859394,0.437452924,0.6159383656,11.2214828324,42.4206,34.9829913174,3.2108,2.0462755351,25.4535285461,3038.3091366112,,
3226,760.302571,42.7658,35.5053,7.2605,3225.3439,25.8268,101.2218616,101.2218616,10.8001,0.11,7.1879672479,3200,35.12,19.9956003751,3119.8789019347,3.0434754788,1.8928939976,3.2104,1.9501,76.0515772689,34.1884148808,21.06127501,0.449542483,0.6160354343,11.1965245222,42.7658,34.9954875645,3.2104,2.0423615142,25.4776791584,3037.4614365785,,
3227,760.531302,42.5971,35.3165,7.2806,3211.0563,25.8268,99.9678912,99.9678912,10.8205,0.113,7.1879275438,3200,35.12,19.9562451492,3087.6698760838,3.0434754788,1.8928939976,3.0593,1.9232,76.2773896189,33.6153059646,20.8099856,0.4406981693,0.619062805,11.1789760383,42.5971,35.007359956,3.0593,2.038389835,25.5032001662,3032.0106062009,,
3228,760.812796,42.5642,35.2902,7.274,3211.0563,25.7394,99.1614344,99.1614344,10.7648,0.115,7.1886692801,3200,35.12,19.9562451492,3087.6698760838,3.0200656076,1.8505558587,3.0593,1.9059,75.9453642861,33.3441259712,20.51663232,0.4390541317,0.6152997484,11.1659964455,42.5642,35.02034847,3.0593,2.0353213002,25.5298946535,3022.1578068682,,
3229,761.006805,42.6509,35.4271,7.2238,3192.25,25.7394,102.2613984,102.2613984,10.735,0.111,7.1941449425,3200,35.12,19.9562451492,3087.6698760838,3.0200656076,1.8505558587,3.0593,1.9724,75.3833036511,34.185130365,21.173714,0.45348411,0.619383743,11.1544153597,42.6509,35.0371900376,3.0593,2.0336333875,25.5575385531,3012.6719913212,,
3230,761.240044,42.6033,35.2334,7.3699,3192.25,26.0606,98.5321184,98.5321184,11.079,0.112,7.2081161758,3200,35.12,19.8795681768,3060.9394684392,3.0200656076,1.8505558587,3.0593,1.8924,77.9802171014,32.9384632456,20.9658996,0.4223951211,0.6365172365,11.1414249592,42.6033,35.0605752495,3.0593,2.0333135382,25.5858826178,3005.3454052256,,
3231,761.516511,42.9197,35.5492,7.3705,3233.1958,26.0606,100.8396104,100.8396104,11.005,0.117,7.2328815349,3200,35.12,19.8795681768,3060.9394684392,3.010919367,1.8026150839,3.0593,1.9419,77.9870187892,34.1422220503,21.3706095,0.4377936557,0.625929076,11.1253768554,42.9197,35.0920385206,3.0593,2.0340070748,25.6146572092,2999.5244585569,,
3232,761.711482,43.3327,36.2054,7.1273,3233.1958,25.6941,99.4318072,99.4318072,10.863,0.112,7.2689912449,3200,35.12,19.8795681768,3060.9394684392,3.010919367,1.8026150839,3.0593,1.9117,74.1720793129,33.6655687861,20.7667971,0.4538846571,0.6168556733,11.1065157341,43.3327,35.1316298701,3.0593,2.0351921193,25.643581168,3000.4283187109,,
3233,761.949864,42.8886,35.4625,7.4261,3245.9267,25.6941,95.1944128,95.1944128,11.3839,0.115,7.3160581289,3200,35.12,19.8028294758,3038.8806393133,3.010919367,1.8026150839,3.0593,1.8208,77.5116838062,32.3577850031,20.72780512,0.4174568712,0.640581706,11.0871096655,42.8886,35.1787359588,3.0593,2.0362940023,25.6723715582,3014.99288426,,
3234,762.230311,43.3009,35.8175,7.4834,3245.9267,26.1955,95.1011808,95.1011808,11.4314,0.11,7.3737474753,3200,35.12,19.8028294758,3038.8806393133,3.0295569345,1.7751233875,3.0593,1.8188,79.6771864628,32.3260942671,20.79143032,0.4057133002,0.6431779277,11.0709453024,43.3009,35.2331826361,3.0593,2.0366944185,25.7007498712,3036.6965028929,,
3235,762.416,42.7707,35.1961,7.5746,3304.707,26.1955,94.6070512,94.6070512,11.4463,0.109,7.4418118065,3200,35.12,19.8028294758,3038.8806393133,3.0295569345,1.7751233875,3.0593,1.8082,80.716394661,32.7404831542,20.69719966,0.4056237062,0.6321592617,11.0628324585,42.7707,35.2950512881,3.0593,2.0356486827,25.7284466419,3051.5583350648,,
3236,762.649033,43.1525,35.9152,7.2373,3304.707,25.6523,97.3807032,97.3807032,11.2859,0.116,7.5191695585,3200,35.12,19.7113556944,3022.2274799277,3.0295569345,1.7751233875,3.0593,1.8677,75.2788530679,33.7003556524,21.07867543,0.4476736066,0.6254733822,11.0680639042,43.1525,35.3632299185,3.0593,2.0322807259,25.7552093221,3061.6926049058,,
3237,762.927122,43.0767,35.9451,7.1316,3301.5034,25.6523,96.0288392,96.0288392,11.3727,0.113,7.6030139137,3200,35.12,19.7113556944,3022.2274799277,3.0885921966,1.7604347221,3.0593,1.8387,74.0993954734,33.2003028616,20.91098349,0.4480509274,0.6298431547,11.0911792007,43.0767,35.4345205873,3.0593,2.0258159333,25.7808108279,3080.703500611,,
3238,763.121702,42.7474,35.6629,7.0845,3301.5034,25.8374,96.20598,96.20598,11.4104,0.114,7.688742961,3200,35.12,19.7113556944,3022.2274799277,3.0885921966,1.7604347221,3.0593,1.8425,74.1047169539,33.2615462158,21.023662,0.4488451961,0.6320710969,11.1342992506,42.7474,35.5045133818,3.0593,2.01594446,25.8050518937,3104.5431411069,,
3239,763.35761,43.1562,35.7948,7.3614,3310.9208,25.8374,94.8261464,94.8261464,11.5855,0.113,7.7706174979,3200,35.12,19.5701407624,3016.5230264215,3.0885921966,1.7604347221,3.0593,1.8129,77.2168116114,32.8780091109,21.00335295,0.4257882244,0.6388267878,11.1961540698,43.1562,35.5692809045,3.0593,2.003036918,25.8277576241,3114.0278830563,,
3240,763.634747,42.7615,36.0148,6.7467,3310.9208,25.7612,94.7702072,94.7702072,11.5727,0.11,7.8426576316,3200,35.12,19.5701407624,3016.5230264215,3.1906809289,1.7490502027,3.0593,1.8117,70.1008100131,32.8586139377,20.96626059,0.4687337269,0.6380750153,11.2724534417,42.7615,35.6262888547,3.0593,1.9880624378,25.8487744867,3107.300946013,,
3241,763.825064,43.0951,35.5077,7.5874,3349.1342,25.7612,96.4530448,96.4530448,11.7216,0.112,7.8996356405,3200,35.12,19.5701407624,3016.5230264215,3.1906809289,1.7490502027,3.0593,1.8478,79.5216183923,33.8280613417,21.65917248,0.4253945283,0.6402723544,11.3572477665,43.0951,35.6743982559,3.0593,1.9723021619,25.8679701872,3103.584872552,,
3242,764.058017,43.1476,35.6207,7.5269,3349.1342,25.6026,91.1761136,91.1761136,11.993,0.11,7.9381099299,3200,35.12,19.4037585463,3024.6162221615,3.1906809289,1.7490502027,3.0593,1.7346,78.3582562631,31.9773333248,20.8030578,0.408091436,0.6505563672,11.4445400923,43.1476,35.7134743428,3.0593,1.9570408095,25.8852341922,3115.8506710155,,
3243,764.336215,43.1372,35.4118,7.7254,3398.5979,25.6026,90.6307064,90.6307064,12.066,0.115,7.9573089535,3200,35.12,19.4037585463,3024.6162221615,3.319371193,1.7421680064,3.0593,1.7229,80.5689349066,32.2554991707,20.7885114,0.4003466002,0.6444951073,11.5297300262,43.1372,35.743571227,3.0593,1.9432917857,25.9004768253,3139.2211286354,,
3244,764.529236,43.1659,35.9897,7.1762,3398.5979,25.5964,95.3855384,95.3855384,11.9887,0.113,7.9595704591,3200,35.12,19.4037585463,3024.6162221615,3.319371193,1.7421680064,3.0605,1.8249,74.4345087344,33.9477454934,21.87817863,0.4560753617,0.6444663206,11.6106216281,43.1659,35.7641412458,3.0605,1.9315471505,25.9136266959,3163.9496739927,,
3245,764.762363,42.8702,35.6623,7.2079,3418.2375,25.5964,89.3161352,89.3161352,12.0927,0.109,7.9498768358,3200,35.12,19.2812777773,3041.5243696485,3.319371193,1.7421680064,3.2029,1.6947,74.7874636089,31.9713352301,20.49349869,0.4274959156,0.6409960217,11.6875208128,42.8702,35.7742621761,3.2029,1.9216947177,25.9246275793,3186.2697810852,,
3246,765.032847,43.0993,35.7557,7.3436,3418.2375,25.6062,91.451148,91.451148,12.0683,0.112,7.9343846853,3200,35.12,19.2812777773,3041.5243696485,3.4563903642,1.7592306668,3.2029,1.7405,76.3275897737,32.7355779931,21.00487615,0.4288826372,0.6416528266,11.7622817653,43.0993,35.7738169736,3.2029,1.913192283,25.9334362472,3204.9241219171,,
3247,765.234999,42.5733,35.6757,6.8976,3425.2368,25.6062,93.1852632,93.1852632,11.9935,0.117,7.9185479833,3200,35.12,19.2812777773,3041.5243696485,3.4563903642,1.7592306668,3.2029,1.7777,71.359824978,33.4246181912,21.32084495,0.468395462,0.6378784891,11.8368963021,42.5733,35.7643521366,3.2029,1.905328014,25.9400219239,3217.0069519825,,
3248,765.468146,43.0346,35.6928,7.3418,3425.2368,25.4634,91.684228,91.684228,12.0521,0.117,7.9056268914,3200,35.12,19.2073849792,3064.8503053914,3.4563903642,1.7592306668,3.2029,1.7455,75.8819905623,32.8862119376,21.03694055,0.433386258,0.6396887726,11.9123081873,43.0346,35.7488319021,3.2029,1.8974502764,25.9443669372,3222.0091762676,,
3249,765.746545,42.613,35.6665,6.9465,3421.5329,25.4634,93.269172,93.269172,12.0556,0.112,7.8961045148,3200,35.12,19.2073849792,3064.8503053914,3.5891661,1.7693370997,3.2029,1.7795,71.5035017917,33.4185389815,21.4529402,0.4673692637,0.64194728,11.9877837203,42.613,35.7307313681,3.2029,1.8891892098,25.9464673566,3223.5003849581,,
3250,765.942517,42.6821,35.7735,6.9086,3421.5329,25.8071,94.7189296,94.7189296,12.1106,0.11,7.888099777,3200,35.12,19.2073849792,3064.8503053914,3.5891661,1.7693370997,3.2029,1.8106,72.0431813958,33.9379901553,21.92745236,0.471078449,0.6461034451,12.0609938997,42.6821,35.7131870979,3.2029,1.880604204,25.9463330032,3224.1563867362,,
3251,766.171485,42.8617,35.768,7.0937,3427.6696,25.8071,91.8753536,91.8753536,11.9886,0.11,7.8783800716,3200,35.12,19.1379976009,3092.5430992773,3.5891661,1.7693370997,3.2029,1.7496,74.1210910313,32.9781731402,20.97525456,0.4449229319,0.6360344605,12.1287065799,42.8617,35.6985528067,3.2029,1.8721863306,25.9439887059,3223.8030766371,,
3252,766.420307,42.756,35.8492,6.9068,3427.6696,25.2084,92.803012,92.803012,12.0337,0.11,7.8635916748,3200,35.12,19.1379976009,3092.5430992773,3.7049400152,1.7740083715,3.2029,1.7695,70.3521107924,33.3111512255,21.29363215,0.4734918519,0.6392343515,12.1876429166,42.756,35.6883931812,3.2029,1.8647129783,25.9394785052,3223.1315372538,,
3253,766.639845,43.1922,36.104,7.0882,3420.1198,25.2084,91.2040832,91.2040832,11.9969,0.113,7.8416085878,3200,35.12,19.1379976009,3092.5430992773,3.7049400152,1.7740083715,3.2029,1.7352,72.3412427631,32.6651170213,20.81702088,0.4515421048,0.6372859729,12.2351038823,43.1922,35.6837654187,3.2029,1.8589681319,25.9328689456,3224.1924704097,,
3254,766.871779,43.1873,36.0869,7.1004,3420.1198,24.9706,96.0008696,96.0008696,11.9236,0.117,7.8127653393,3200,35.12,19.1365670654,3118.969402304,3.7049400152,1.7740083715,3.2029,1.8381,71.7913379904,34.3831057734,21.91676916,0.4789311181,0.6374284308,12.2693174774,43.1873,35.6856623305,3.2029,1.8554527961,25.9242451885,3225.8447265185,,
3255,767.124092,42.9362,35.936,7.0002,3401.7604,24.9706,94.1269064,94.1269064,11.9227,0.115,7.7804686293,3200,35.12,19.1365670654,3118.969402304,3.8251926273,1.7794300617,3.2029,1.7979,70.7029650569,33.5309705309,21.43582233,0.4742512638,0.6392842793,12.2895774636,42.9362,35.6953892104,3.2029,1.8542882744,25.9136996766,3223.8745430304,,
3256,767.347327,43.2948,35.7557,7.5391,3401.7604,25.4001,94.7049448,94.7049448,12.0334,0.11,7.7506198344,3200,35.12,19.1365670654,3118.969402304,3.8251926273,1.7794300617,3.2029,1.8103,77.8732889355,33.7368860263,21.78406402,0.433227959,0.6457046451,12.2962219679,43.2948,35.7143327165,3.2029,1.8553459279,25.9013192304,3216.5728371171,,
3257,767.580314,43.2649,36.0472,7.2177,3407.4543,25.4001,90.984988,90.984988,11.9415,0.113,7.7299378047,3200,35.12,19.2339263956,3136.9410408298,3.8251926273,1.7794300617,3.2029,1.7305,74.3221935958,32.4659712331,20.66476575,0.4368274086,0.6365053921,12.2905957179,43.2649,35.7429477645,3.2029,1.8583961863,25.8871774287,3207.122190873,,
3258,767.829725,42.9472,35.9806,6.9666,3407.4543,25.3724,90.3696568,90.3696568,12.0029,0.113,7.7241416723,3200,35.12,19.2339263956,3136.9410408298,3.9604410774,1.7743769587,3.2029,1.7173,71.4698050417,32.2464039674,20.61258017,0.4511891973,0.639221049,12.2750456309,42.9472,35.7798318128,3.2029,1.8630745671,25.8713360717,3201.338111424,,
3259,768.051739,42.9594,35.4698,7.4896,3413.5407,25.3724,96.3971056,96.3971056,12.0875,0.109,7.736513725,3200,35.12,19.2339263956,3136.9410408298,3.9604410774,1.7743769587,3.2029,1.8466,77.2420436044,34.4586054067,22.3207775,0.4461120369,0.647756264,12.252784998,42.9594,35.8217397977,3.2029,1.8687339622,25.8538535467,3202.7753155086,,
3260,768.280835,43.1335,35.7667,7.3668,3413.5407,25.3172,96.765372,96.765372,12.1022,0.117,7.7667933782,3200,35.12,19.3659215249,3145.3928951925,3.9604410774,1.7743769587,3.2029,1.8545,75.7216278212,34.5902478091,22.4435299,0.4568080323,0.6488398124,12.2275945006,43.1335,35.8641028836,3.2029,1.8744857398,25.8347943319,3208.7437847052,,
3261,768.537324,43.359,35.6885,7.6705,3410.0095,25.3172,91.9685856,91.9685856,11.9924,0.114,7.8110192785,3200,35.12,19.3659215249,3145.3928951925,4.1220981076,1.7797976991,3.2029,1.7516,79.0662071239,32.8415551272,21.00588784,0.4153677825,0.6396130682,12.2034568333,43.359,35.901434756,3.2029,1.879549791,25.8142359792,3213.3609774542,,
3262,768.756391,42.6937,35.449,7.2447,3410.0095,25.4591,91.2320528,91.2320528,12.0575,0.111,7.8628354223,3200,35.12,19.3659215249,3145.3928951925,4.1220981076,1.7797976991,3.2029,1.7358,74.79384255,32.5785426823,20.9294085,0.4355778707,0.6424292426,12.1840413245,42.6937,35.9280099883,3.2029,1.8835626472,25.792273275,3213.8149670518,,
3263,768.990633,42.7279,35.7411,6.9868,3431.9311,25.4591,90.518828,90.518828,12.0585,0.109,7.9151836419,3200,35.12,19.4376843091,3149.9343314366,4.1220981076,1.7797976991,3.2029,1.7205,71.9377293093,32.5316506626,20.74664925,0.4522195929,0.6377373674,12.1720359512,42.7279,35.9390009363,3.2029,1.8864777826,25.7690209494,3212.2585725371,,
3264,769.233409,42.5318,35.79,6.7418,3431.9311,25.5605,94.784192,94.784192,12.051,0.114,7.9609834638,3200,35.12,19.4376843091,3149.9343314366,4.2927685174,1.7828216743,3.2029,1.812,69.5001884197,34.0645840276,21.836412,0.4901365709,0.6410297564,12.1686621095,42.5318,35.9315857013,3.2029,1.8882362958,25.7446164246,3214.1159942525,,
3265,769.456796,43.2832,35.7991,7.4841,3420.1459,25.5605,96.1267328,96.1267328,11.9019,0.116,7.9932662547,3200,35.12,19.4376843091,3149.9343314366,4.2927685174,1.7828216743,3.2029,1.8408,77.7535303701,34.4284469276,21.90901752,0.4427895012,0.636363806,12.1735941133,43.2832,35.9058327037,3.2029,1.8886625657,25.719222875,3222.2536251278,,
3266,769.694037,43.227,36.1034,7.1236,3420.1459,25.1259,93.0780464,93.0780464,11.8528,0.115,8.0063675686,3200,35.12,19.4167706583,3156.427017774,4.2927685174,1.7828216743,3.2029,1.7754,72.491396639,33.3365390383,21.04346112,0.4598689028,0.6312431262,12.1850874727,43.227,35.8652317783,3.2029,1.8877018817,25.6930311419,3230.3183111204,,
3267,769.946256,42.7871,35.5492,7.2379,3404.6525,25.1259,93.0780464,93.0780464,12.1255,0.109,7.9982114931,3200,35.12,19.4167706583,3156.427017774,4.4477111197,1.7930007896,3.2029,1.7754,73.740645295,33.1855231609,21.5276127,0.4500302788,0.6487049367,12.2001830667,42.7871,35.8164120858,3.2029,1.8856713291,25.6662574055,3228.6551006959,,
3268,770.162399,42.9277,35.5663,7.3614,3404.6525,25.471,96.67214,96.67214,12.0966,0.11,7.9715662227,3200,35.12,19.4167706583,3156.427017774,4.4477111197,1.7930007896,3.2029,1.8525,76.1218005122,34.4669410786,22.4089515,0.4527867293,0.6501578266,12.2153007597,42.9277,35.7676692967,3.2029,1.8832187582,25.6391347273,3217.5953116617,,
3269,770.399006,42.9044,35.1839,7.7205,3414.01,25.471,92.24362,92.24362,12.1355,0.113,7.9328187705,3200,35.12,19.3817662443,3164.4013070996,4.4477111197,1.7930007896,3.2029,1.7575,80.1005118775,32.9784123821,21.32814125,0.4117128793,0.6467303824,12.2273762322,42.9044,35.7264062626,3.2029,1.8810885914,25.6119021931,3206.9007158368,,
3270,770.671095,42.8507,35.2462,7.6045,3414.01,25.2373,94.5790816,94.5790816,12.1695,0.113,7.8894402252,3200,35.12,19.3817662443,3164.4013070996,4.5762076283,1.7876451893,3.2029,1.8076,78.0921283936,33.8133732797,21.9975882,0.4329933628,0.6505588194,12.234944052,42.8507,35.6964581931,3.2029,1.8799197237,25.5847976257,3204.219231891,,
3271,770.861687,42.9802,35.3238,7.6564,3420.1198,25.2373,92.4347456,92.4347456,12.1048,0.11,7.8479817889,3200,35.12,19.3817662443,3164.4013070996,4.5762076283,1.7876451893,3.2029,1.7616,78.6618875085,33.1058838148,21.32381568,0.4208630744,0.6441095426,12.2384646297,42.9802,35.6767528583,3.2029,1.8800965109,25.5580539488,3209.2743461916,,
3272,771.094568,42.8678,35.4191,7.4487,3420.1198,25.2607,93.0920312,93.0920312,12.1035,0.109,7.8131211457,3200,35.12,19.3957858831,3169.9304696251,4.5762076283,1.7876451893,3.2029,1.7757,76.4525743345,33.3412933523,21.49218495,0.43610426,0.6446116149,12.2398308361,42.8678,35.6621118158,3.2029,1.8816361897,25.5318948689,3216.3165858923,,
3273,771.367002,42.6295,35.8376,6.7919,3414.9484,25.2607,94.0057048,94.0057048,12.007,0.113,7.7873968058,3200,35.12,19.3957858831,3169.9304696251,4.6873756198,1.7957225022,3.2029,1.7953,69.2355269162,33.617620728,21.5561671,0.4855544866,0.6412163215,12.241410814,42.6295,35.6458531942,3.2029,1.8841795274,25.5065286748,3220.1001932728,,
3274,771.561662,43.1177,35.826,7.2917,3414.9484,25.2966,94.5371272,94.5371272,12.0875,0.114,7.7712171369,3200,35.12,19.3957858831,3169.9304696251,4.6873756198,1.7957225022,3.2029,1.8067,74.8336286149,33.8076640528,21.83848625,0.451771011,0.6459625905,12.2450496115,43.1177,35.6230498607,3.2029,1.887122628,25.4821424865,3219.6383048514,,
3275,771.795017,42.7358,35.7728,6.963,3429.4133,25.2966,91.218068,91.218068,12.0937,0.115,7.7631764771,3200,35.12,19.3945531555,3174.352801849,4.6873756198,1.7957225022,3.2029,1.7355,71.2166754004,32.7589003484,20.98861635,0.4599891832,0.6406996611,12.2514446557,42.7358,35.5930097246,3.2029,1.8898343811,25.4588986137,3217.3848215799,,
3276,772.047338,43.078,35.8504,7.2276,3429.4133,25.6594,91.8753536,91.8753536,12.0447,0.117,7.7608924537,3200,35.12,19.3945531555,3174.352801849,4.7805738996,1.7986564914,3.2029,1.7496,75.1914208327,32.9949495648,21.07340712,0.438812689,0.6386858413,12.2601223892,43.078,35.5597790134,3.2029,1.8918101361,25.4369334392,3217.5678039141,,
3277,772.270626,42.5843,35.5199,7.0644,3434.5319,25.6594,92.966168,92.966168,12.0925,0.112,7.7619566024,3200,35.12,19.3945531555,3174.352801849,4.7805738996,1.7986564914,3.2029,1.773,73.3698432,33.4365224069,21.4400025,0.4557256899,0.6412150833,12.2698550904,42.5843,35.5304637384,3.2029,1.892673572,25.4163598263,3223.0122898377,,
3278,772.504852,43.1274,35.6977,7.4297,3434.5319,25.2966,91.0688968,91.0688968,12.0484,0.116,7.7643882333,3200,35.12,19.355426197,3180.0093386955,4.7805738996,1.7986564914,3.2029,1.7323,76.3521547591,32.7541435119,20.87144332,0.4289878081,0.6372153591,12.2791620021,43.1274,35.5123424507,3.2029,1.8921366357,25.3972732729,3230.9456918123,,
3279,772.786682,42.6521,35.0947,7.5574,3417.8369,25.2966,92.9941376,92.9941376,12.2158,0.115,7.7666664354,3200,35.12,19.355426197,3180.0093386955,4.8671260519,1.8106080973,3.2029,1.7736,77.7573416331,33.2840007391,21.66594288,0.4280496226,0.6509416656,12.2867312993,42.6521,35.5100600943,3.2029,1.8900326733,25.3797579905,3235.1215345513,,
3280,772.97922,42.9967,35.6158,7.3809,3417.8369,25.3655,94.5790816,94.5790816,12.0628,0.112,7.7677368887,3200,35.12,19.355426197,3180.0093386955,4.8671260519,1.8106080973,3.2029,1.8076,76.0216654301,33.8512760387,21.80471728,0.4452845889,0.6441328018,12.2917863879,42.9967,35.5238150815,3.2029,1.886395923,25.3638878557,3232.1307322981,,
3281,773.212234,43.0498,35.8712,7.1786,3424.3625,25.3655,93.129324,93.129324,12.074,0.109,7.7671027297,3200,35.12,19.3572967436,3184.6521493669,4.8671260519,1.8106080973,3.2029,1.7765,73.7895310135,33.3960267686,21.449461,0.4525848899,0.6422758356,12.2942989381,43.0498,35.5492401983,3.2029,1.8815434804,25.3497224874,3224.161761876,,
3282,773.48718,42.6075,35.8419,6.7656,3424.3625,25.4905,92.336852,92.336852,12.0676,0.115,7.7649338585,3200,35.12,19.3572967436,3184.6521493669,4.960430432,1.8104691583,3.2029,1.7595,69.5737533132,33.1118475758,21.2329422,0.4759244111,0.6412490922,12.2948447479,42.6075,35.5794045168,3.2029,1.8761030814,25.3373029819,3217.9160440817,,
3283,773.684855,43.001,35.9555,7.0455,3429.4133,25.4905,92.500008,92.500008,12.0296,0.115,7.761951614,3200,35.12,19.3572967436,3184.6521493669,4.960430432,1.8104691583,3.2029,1.763,72.6773286092,33.2192800257,21.2081848,0.457078991,0.6384299956,12.2941703998,43.001,35.6080413895,3.2029,1.8708855418,25.3266503279,3218.9484344272,,
3284,773.91677,43.1623,35.9012,7.2611,3429.4133,25.1462,95.0732112,95.0732112,12.0119,0.116,7.75901492,3200,35.12,19.4135731921,3187.1666922981,4.960430432,1.8104691583,3.2029,1.8182,74.0539933125,34.1433875962,21.84003658,0.4610607216,0.6396564055,12.2927950087,43.1623,35.6319566635,3.2029,1.8666390244,25.3177661474,3225.2063624289,,
3285,774.169414,42.7181,35.4362,7.2819,3428.4843,25.1462,94.4718648,94.4718648,12.1292,0.112,7.7569468411,3200,35.12,19.4135731921,3187.1666922981,5.0674236042,1.8192456947,3.2029,1.8053,74.281511822,33.9182370123,21.89684476,0.4566174837,0.6455773262,12.2908486166,42.7181,35.6513583885,3.2029,1.8638850903,25.3106328805,3230.0003832877,,
3286,774.391967,42.6711,35.4943,7.1768,3428.4843,25.4209,91.54438,91.54438,12.0922,0.113,7.7565914014,3200,35.12,19.4135731921,3187.1666922981,5.0674236042,1.8192456947,3.2029,1.7425,73.9307882465,32.8671820394,21.0706585,0.4445669094,0.6410850335,12.2881957697,42.6711,35.6682884419,3.2029,1.8629148469,25.3052110031,3230.4098172362,,
3287,774.625334,42.5959,35.3049,7.291,3438.7312,25.4209,91.4231784,91.4231784,12.2026,0.114,7.758281544,3200,35.12,19.4796335441,3188.0016473827,5.0674236042,1.8192456947,3.2029,1.7399,75.193598384,32.9217689275,21.23130374,0.4378267517,0.6449016694,12.2847933645,42.5959,35.6842076365,3.2029,1.8637893639,25.3014355159,3229.0765229056,,
