,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
33,8.001873,41.7296,35.3171,6.4125,3459.6416,25.525,55.207208,55.207208,13.2991,0.115,6.1889,3449.5095,35.2474,25.2998014073,3448.550194792,0,0.9663,0,0.963,65.7473901136,20.0011751115,12.8070333,0.3042124574,0.640314043,13.4991,41.7296,35.3171,0,1.1437,25.525,2941.8908,2641.8908
34,8.25505,41.8212,35.5743,6.2469,3459.6416,25.525,54.2655648,54.2655648,13.2883,0.116,6.1889,3449.5095,35.2474,25.2998014073,3448.550194792,0,0.9663,0,0.9428,63.9087060297,19.6600245404,12.52820924,0.3076267032,0.6372428078,13.4883,41.8212,35.5743,0,0.9721,25.525,2941.8908,2641.8908
35,8.481075,41.6942,35.2865,6.4077,3457.7856,25.525,55.3190864,55.3190864,13.265,0.115,6.1889,3449.5095,35.2474,25.2998014073,3448.550194792,0,0.9663,0,0.9654,65.6940949228,20.0309560424,12.806031,0.304912581,0.6393120215,13.465,41.6942,35.2865,0,1.0824,25.525,2943.4816,2643.4816
36,8.719663,41.5756,35.4637,6.1119,3457.7856,25.6076,54.0185,54.0185,13.2331,0.114,6.1889,3449.5095,35.2474,25.2475951859,3442.4556992626,0,0.9663,0,0.9375,62.6117395211,19.5600157088,12.40603125,0.3124017294,0.634254667,13.4331,41.5756,35.4637,0,1.0642,25.6076,2943.4816,2643.4816
37,8.972041,41.2622,35.2535,6.0087,3464.2905,25.6076,56.209452,56.209452,13.3336,0.116,6.1889,3449.5095,35.2474,25.2475951859,3442.4556992626,0,0.9663,0,0.9845,61.4621849091,20.3916454587,13.1269292,0.3317754728,0.6437405567,13.5336,41.2622,35.2535,0,1.0273,25.6076,2947.3532,2647.3532
38,9.193892,41.3685,35.1601,6.2084,3464.2905,25.4976,54.8016488,54.8016488,13.2588,0.114,6.1889,3449.5095,35.2474,25.2475951859,3442.4556992626,0,0.9663,0,0.9543,63.4130897863,19.8809231031,12.65287284,0.3135144995,0.6364328645,13.4588,41.3685,35.1601,0,1.0705521566,25.4976,2944.9785769233,2644.9785769233
39,9.431222,41.6276,35.3293,6.2983,3461.4997,25.4976,53.3099368,53.3099368,13.2491,0.117,6.1889,3449.5095,35.2474,25.2280221904,3439.4666406732,0,0.9663,0,0.9223,64.4101928002,19.3241804123,12.21964493,0.3000174285,0.6323499713,13.4160153013,41.2789107268,35.0747000555,0,1.0720203134,27.8689606689,2945.6058906923,2645.6058906923
40,9.688396,41.5512,35.4087,6.1425,3461.4997,25.5113,52.3543088,52.3543088,13.2672,0.114,6.1889,3449.5095,35.2474,25.2280221904,3439.4666406732,0,0.9663,0,0.9018,62.7158561525,18.9777773028,11.96436096,0.3025993499,0.6304405816,13.4299489849,41.3401463347,35.1204436836,0,1.0718129106,28.2190219825,2944.8484918862,2644.8484918862
41,9.911696,41.5176,35.3146,6.203,3460.5705,25.5113,51.0537224,51.0537224,13.3147,0.117,6.1889,3449.5095,35.2474,25.2280221904,3439.4666406732,0,0.9663,0,0.8739,63.3872370774,18.5013633066,11.63571633,0.2918783679,0.6289112936,13.4484809689,41.4209939581,35.1876906112,0,1.0698545991,28.4848493736,2941.5265575539,2641.5265575539
42,10.14814,41.4742,35.355,6.1192,3460.5705,25.6976,56.0975736,56.0975736,13.1846,0.11,6.1889,3449.5095,35.2474,25.2407871056,3441.2603072641,0,0.9663,0,0.9821,62.913394773,20.3292050217,12.94859566,0.3231299963,0.6369455001,13.4674738441,41.5033063599,35.261200625,0,1.0662231507,28.6701467864,2938.9709786281,2638.9709786281
43,10.401928,41.5934,35.4466,6.1468,3457.9916,25.6976,55.9903568,55.9903568,13.293,0.113,6.1889,3449.5095,35.2474,25.2407871056,3441.2603072641,0,0.9663,0,0.9798,63.2219143167,20.2752298602,13.0244814,0.320699398,0.6423839083,13.4836286266,41.5729544302,35.3283050744,0,1.0611786824,28.7795197132,2942.2814908988,2642.2814908988
44,10.618976,41.7131,35.3018,6.4113,3457.9916,25.7603,56.4518552,56.4518552,13.3258,0.114,6.1889,3449.5095,35.2474,25.2407871056,3441.2603072641,0,0.9663,0,0.9897,66.3400301085,20.4423476761,13.18854426,0.3081449864,0.6451580058,13.4947855599,41.6212102786,35.380444041,0,1.0551994769,28.8183519955,2948.7431843184,2648.7431843184
45,10.856684,41.4266,35.3525,6.0741,3461.4997,25.7603,55.7852464,55.7852464,13.2205,0.117,6.1889,3449.5095,35.2474,25.2622532242,3443.7219117359,0,0.9663,0,0.9754,62.561529331,20.2214489547,12.8952757,0.3232249782,0.6377028535,13.5000353028,41.6450429244,35.4135747786,0,1.0489861977,28.7926776764,2949.9485743079,2649.9485743079
46,11.138155,41.8365,35.3953,6.4412,3461.4997,25.5181,53.762112,53.762112,13.2588,0.115,6.1889,3449.5095,35.2474,25.2622532242,3443.7219117359,0,0.9663,0,0.932,66.0481917551,19.4880882252,12.3572016,0.2950586187,0.6340899865,13.4996696145,41.6464924316,35.427648467,0,1.043403933,28.7090488225,2943.9999666297,2643.9999666297
47,11.331793,41.5597,35.38,6.1797,3455.0053,25.5181,55.277132,55.277132,13.3308,0.118,6.1889,3449.5095,35.2474,25.2622532242,3443.7219117359,0,0.9663,0,0.9645,63.1454990483,19.9996703527,12.8575566,0.316723609,0.6428884263,13.4948732941,41.6312444535,35.425546289,0,1.0393086321,28.5743997468,2937.5155913251,2637.5155913251
48,11.573351,41.3294,35.3427,5.9867,3455.0053,25.6421,53.7994048,53.7994048,13.2337,0.112,6.1889,3449.5095,35.2474,25.2546239865,3444.3533454977,0,0.9663,0,0.9328,61.2995999735,19.4650178517,12.34439536,0.3175390681,0.6341836136,13.487296908,41.6068119406,35.4119277026,0,1.037257971,28.3959091103,2936.9853048458,2636.9853048458
49,11.822126,41.3563,35.3324,6.0239,3468.416,25.6421,56.5217792,56.5217792,13.2792,0.109,6.1889,3449.5095,35.2474,25.2546239865,3444.3533454977,0,0.9663,0,0.9912,61.7145325788,20.529370027,13.16234304,0.3326504985,0.641146953,13.4787106182,41.5805009331,35.3921226224,0,1.0372964405,28.1808642442,2942.456605505,2642.456605505
50,12.040415,41.6612,35.4625,6.1987,3468.416,25.8107,53.1048264,53.1048264,13.2336,0.111,6.1889,3449.5095,35.2474,25.2546239865,3444.3533454977,0,0.9663,0,0.9179,64.082870159,19.2882928814,12.14712144,0.3009898407,0.6297665384,13.4706988783,41.5574967718,35.3711131418,0,1.0390141601,27.9365334552,2947.7918976726,2647.7918976726
51,12.275123,41.6434,35.2859,6.3575,3453.2741,25.8107,56.1674976,56.1674976,13.1849,0.114,6.1889,3449.5095,35.2474,25.2392170344,3443.2913481881,0,0.9663,0,0.9836,65.8657879335,20.3116284813,12.96866764,0.3083790404,0.6384848784,13.4643588362,41.5401159148,35.3528272242,0,1.0417850443,27.6700500434,2947.5460824551,2647.5460824551
52,12.52695,41.2683,35.2218,6.0465,3453.2741,25.5166,55.9903568,55.9903568,13.2975,0.114,6.1889,3449.5095,35.2474,25.2392170344,3443.2913481881,0,0.9663,0,0.9798,61.6633323996,20.2475697592,13.0288905,0.3283567231,0.6434792252,13.4601054874,41.5285776947,35.3397909426,0,1.0449498173,27.3883086671,2943.9923022976,2643.9923022976
53,12.748957,41.4461,35.3336,6.1125,3467.0856,25.5166,52.2564152,52.2564152,13.2877,0.116,6.1889,3449.5095,35.2474,25.2392170344,3443.2913481881,0,0.9663,0,0.8997,62.3959001142,18.9728597094,11.95494369,0.3040722175,0.6301076313,13.4577153454,41.5220624454,35.3329152046,0,1.0478885009,27.0978721659,2943.0867529702,2643.0867529702
54,12.986556,41.6099,35.3024,6.3075,3467.0856,25.7394,52.433556,52.433556,13.2419,0.11,6.1889,3449.5095,35.2474,25.2346122888,3441.6889878545,0,0.9663,0,0.9035,65.1240175984,19.0371746368,11.96405665,0.2923218705,0.6284575773,13.4566399121,41.519078207,35.3314703067,0,1.0500732516,26.8048871356,2944.7546522928,2644.7546522928
55,13.235188,41.4956,35.2792,6.2164,3462.7224,25.7394,51.5338672,51.5338672,13.2585,0.112,6.1889,3449.5095,35.2474,25.2346122888,3441.6889878545,0,0.9663,0,0.8842,64.1040230995,18.6869759998,11.7231657,0.2915101907,0.6273441835,13.4563630123,41.5177027951,35.3335299986,0,1.0511995858,26.5150105982,2944.0028643346,2644.0028643346
56,13.458684,41.5964,35.4619,6.1345,3462.7224,25.6976,55.6593832,55.6593832,13.2434,0.115,6.1889,3449.5095,35.2474,25.2346122888,3441.6889878545,0,0.9663,0,0.9727,63.0844219113,20.1829518049,12.88185518,0.319935591,0.6382542705,13.4565335672,41.5162760075,35.3367758534,0,1.0513581051,26.2333521434,2940.3626522818,2640.3626522818
57,13.694997,41.3031,35.0996,6.2035,3461.4997,25.6976,53.9392528,53.9392528,13.2537,0.116,6.1889,3449.5095,35.2474,25.2323959779,3440.2204324653,0,0.9663,0,0.9358,63.8557207705,19.5522995333,12.40281246,0.3061949548,0.6343403465,13.4569067403,41.5139978246,35.3392509751,0,1.0510008215,25.9644322966,2938.7703535145,2638.7703535145
58,13.947963,41.6349,35.4973,6.1376,3461.4997,26.032,54.158348,54.158348,13.2648,0.11,6.1889,3449.5095,35.2474,25.2323959779,3440.2204324653,0,0.9663,0,0.9405,63.9404359384,19.6317187828,12.4755444,0.3070313565,0.6354789684,13.4572793927,41.5108578182,35.339755992,0,1.0506089882,25.7121549674,2941.7836655478,2641.7836655478
59,14.1662,41.5359,35.1546,6.3813,3455.1596,26.032,53.8972984,53.8972984,13.2496,0.113,6.1889,3449.5095,35.2474,25.2323959779,3440.2204324653,0,0.9663,0,0.9349,66.7000229887,19.5013073581,12.38705104,0.2923733229,0.6351908009,13.4574918571,41.5071998206,35.3378511219,0,1.0503383134,25.4797936746,2946.6180361043,2646.6180361043
60,14.403611,41.616,35.344,6.272,3455.1596,25.586,54.6897704,54.6897704,13.2632,0.113,6.1889,3449.5095,35.2474,25.2233893202,3439.5920149804,0,0.9663,0,0.9519,64.3407913956,19.7880423245,12.62524008,0.3075504963,0.6380237051,13.4574604504,41.5035382947,35.3336773539,0,1.0499480602,25.2699918699,2949.1833749849,2649.1833749849
61,14.654578,41.3716,35.259,6.1126,3462.7224,25.586,51.9953656,51.9953656,13.244,0.109,6.1889,3449.5095,35.2474,25.2233893202,3439.5920149804,0,0.9663,0,0.8941,62.5667173343,18.8543224458,11.8414604,0.3013474775,0.6280501691,13.4571882543,41.5006244511,35.3277353085,0,1.0490855731,25.0847733361,2948.0839733283,2648.0839733283
62,14.870346,41.4296,35.2193,6.2103,3462.7224,25.4661,53.9112832,53.9112832,13.2949,0.113,6.1889,3449.5095,35.2474,25.2233893202,3439.5920149804,0,0.9663,0,0.9352,63.3557959293,19.5490637519,12.43339048,0.3085599899,0.6360095111,13.4567458594,41.4992450886,35.3206441083,0,1.0476920202,24.9255566767,2944.927505895,2644.927505895
63,15.103786,41.663,35.3989,6.2641,3466.5161,25.4661,51.7249928,51.7249928,13.2883,0.109,6.1889,3449.5095,35.2474,25.2102025724,3440.0270780395,0,0.9663,0,0.8883,63.9517677827,18.7768301574,11.80399689,0.2936092435,0.6286469437,13.4562655745,41.4997110737,35.3129714733,0,1.04615674,24.7931728667,2942.1191235574,2642.1191235574
64,15.353112,41.5683,35.3812,6.1871,3466.5161,25.5429,57.561316,57.561316,13.2579,0.111,6.1889,3449.5095,35.2474,25.2102025724,3440.0270780395,0,0.9663,0,1.0135,63.2890886201,20.8954896977,13.43688165,0.3301594343,0.6430517707,13.455964421,41.5016832912,35.3052489316,0,1.0451368408,24.6878893633,2941.4625678447,2641.4625678447
65,15.575072,41.6587,35.2933,6.3654,3462.7224,25.5429,54.321504,54.321504,13.2916,0.111,6.1889,3449.5095,35.2474,25.2102025724,3440.0270780395,0,0.9663,0,0.944,65.270171203,19.6978161484,12.5472704,0.3017889456,0.6369878927,13.4561286722,41.5046540331,35.298170216,0,1.0452569727,24.609443683,2943.5279146484,2643.5279146484
66,15.809681,41.6312,35.5621,6.0691,3462.7224,25.6907,54.4986448,54.4986448,13.2717,0.116,6.1889,3449.5095,35.2474,25.2056495712,3441.0260254039,0,0.9663,0,0.9478,62.3366223816,19.7620501377,12.57891726,0.3170215097,0.6365188415,13.4570208369,41.5085452897,35.2927374679,0,1.0468551493,24.5570870715,2946.6081287688,2646.6081287688
67,16.061814,41.6221,35.278,6.3441,3465.2216,25.6907,55.1419456,55.1419456,13.3676,0.114,6.1889,3449.5095,35.2474,25.2056495712,3441.0260254039,0,0.9663,0,0.9616,65.4098141772,20.0097524493,12.85428416,0.305913611,0.6424009589,13.4587983916,41.5138579481,35.2901720921,0,1.0498399127,24.5296372776,2947.8685640613,2647.8685640613
68,16.283478,41.4431,35.102,6.3411,3465.2216,25.7185,55.2631472,55.2631472,13.3499,0.113,6.1889,3449.5095,35.2474,25.2056495712,3441.0260254039,0,0.9663,0,0.9642,65.4470323683,20.0537337413,12.87197358,0.3064116586,0.641874164,13.4615543014,41.5213433116,35.2915788515,0,1.053712425,24.5255382838,2946.1766207596,2646.1766207596
69,16.521236,41.7803,35.2206,6.5597,3465.2216,25.7185,54.8016488,54.8016488,13.3336,0.118,6.1889,3449.5095,35.2474,25.2139770882,3442.218168026,0,0.9663,0,0.9543,67.8925839444,19.886266514,12.72425448,0.292907787,0.6398513502,13.4654464329,41.5314435048,35.2972721515,0,1.0577349841,24.5429239911,2942.7665303042,2642.7665303042
70,16.777993,41.8292,35.4582,6.371,3465.2216,25.5938,52.5314496,52.5314496,13.229,0.112,6.1889,3449.5095,35.2474,25.2139770882,3442.218168026,0,0.9663,0,0.9056,65.4625820841,19.0624630825,11.9801824,0.2911963213,0.628469802,13.4707189567,41.5439843072,35.3061214522,0,1.0611414033,24.5796825714,2939.8645215574,2639.8645215574
71,16.997552,41.3099,35.3605,5.9494,3470.8198,25.5938,56.0183264,56.0183264,13.2922,0.118,6.1889,3449.5095,35.2474,25.2139770882,3442.218168026,0,0.9663,0,0.9804,60.7688704163,20.3606113255,13.03167288,0.3350500213,0.6400433008,13.4774715107,41.5584408704,35.3158046145,0,1.0633160236,24.6335186156,2938.7968366329,2638.7968366329
72,17.237982,41.6593,35.4802,6.1791,3470.8198,25.5593,54.5685688,54.5685688,13.2529,0.112,6.1889,3449.5095,35.2474,25.241558711,3443.7904373008,0,0.9663,0,0.9493,63.2407791482,19.8336775004,12.58097797,0.3136216499,0.6343240163,13.4853399235,41.5741982094,35.3240298836,0,1.0639091738,24.7020112166,2938.7658803989,2638.7658803989
73,17.487047,41.6001,35.3073,6.2928,3461.7751,25.5593,54.3354888,54.3354888,13.2718,0.11,6.1889,3449.5095,35.2474,25.241558711,3443.7904373008,0,0.9663,0,0.9443,64.5049054099,19.6974971167,12.53256074,0.3053643284,0.6362514316,13.4934089775,41.5902706918,35.3296682467,0,1.0628402839,24.7826676131,2938.3744615768,2638.3744615768
74,17.704907,41.7614,35.4099,6.3515,3461.7751,25.8959,53.4451232,53.4451232,13.2868,0.109,6.1889,3449.5095,35.2474,25.241558711,3443.7904373008,0,0.9663,0,0.9252,66.0156210204,19.3747251268,12.29294736,0.2934869782,0.6344837039,13.5004462874,41.6051433466,35.3329884526,0,1.0602147713,24.8729733924,2938.2871306445,2638.2871306445
75,17.938394,41.6447,35.3183,6.3264,3469.3666,25.8959,52.7645296,52.7645296,13.3399,0.112,6.1889,3449.5095,35.2474,25.2884375183,3446.0761563703,0,0.9663,0,0.9106,65.73288199,19.1699456405,12.14731294,0.2916340355,0.6336644437,13.5053018998,41.6173433391,35.335120029,0,1.0562541474,24.9704411493,2940.0423579166,2640.0423579166
76,18.215098,41.4223,35.259,6.1633,3469.3666,25.4063,55.207208,55.207208,13.2525,0.116,6.1889,3449.5095,35.2474,25.2884375183,3446.0761563703,0,0.9663,0,0.963,62.6876006274,20.057398111,12.7621575,0.3199579807,0.6362818063,13.5072943037,41.6261297738,35.3372835543,0,1.0512849528,25.0726580521,2942.2764701903,2642.2764701903
77,18.413406,41.7113,35.4985,6.2128,3463.3598,25.4063,54.7457096,54.7457096,13.29,0.114,6.1889,3449.5095,35.2474,25.2884375183,3446.0761563703,0,0.9663,0,0.9531,63.2346514236,19.8552938362,12.666699,0.3139938845,0.6379507201,13.5064055897,41.6315099718,35.3402069883,0,1.0457683271,25.1773280001,2942.0580458912,2642.0580458912
78,18.650994,41.5591,35.1906,6.3685,3463.3598,25.58,55.1978848,55.1978848,13.2928,0.115,6.1889,3449.5095,35.2474,25.3203577493,3448.1009832458,0,0.9663,0,0.9628,65.3994673892,20.0192897279,12.79830784,0.3061078404,0.639298797,13.5031849112,41.6337670694,35.3439485556,0,1.0402939956,25.2823028965,2940.2904533356,2640.2904533356
79,18.901929,41.7204,35.4197,6.3007,3472.6899,25.58,50.6295168,50.6295168,13.2934,0.114,6.1889,3449.5095,35.2474,25.3203577493,3448.1009832458,0,0.9663,0,0.8648,64.6450507343,18.4118913742,11.49613232,0.284815174,0.6243862777,13.4984901668,41.6332252633,35.3480771439,0,1.0354780505,25.385604173,2940.8598193714,2640.8598193714
80,19.126181,41.4809,35.3397,6.1412,3472.6899,25.5938,53.4870776,53.4870776,13.226,0.116,6.1889,3449.5095,35.2474,25.3203577493,3448.1009832458,0,0.9663,0,0.9261,62.9041974986,19.4510697502,12.2485986,0.3092173579,0.6297133658,13.4932505514,41.6303920236,35.351933828,0,1.0318274931,25.4854403951,2944.295568554,2644.295568554
81,19.365109,41.7889,35.3488,6.4401,3466.1535,25.5938,55.0160824,55.0160824,13.31,0.115,6.1889,3449.5095,35.2474,25.3166314434,3449.2746604745,0,0.9663,0,0.9589,66.2318787545,19.9694484972,12.762959,0.3015081087,0.6391242603,13.4882671833,41.6260478135,35.3548677027,0,1.0296565752,25.5802234407,2947.2265195762,2647.2265195762
82,19.616981,41.3746,35.446,5.9286,3466.1535,25.7813,54.9228504,54.9228504,13.2767,0.112,6.1889,3449.5095,35.2474,25.3166314434,3449.2746604745,0,0.9663,0,0.9569,60.980797951,19.9356076358,12.70447423,0.3269161491,0.6372754953,13.4840638775,41.6211061428,35.3564824541,0,1.0290469478,25.6685819376,2947.7824982208,2647.7824982208
83,19.834752,41.3704,35.1918,6.1786,3469.3666,25.7813,53.0209176,53.0209176,13.2279,0.111,6.1889,3449.5095,35.2474,25.3166314434,3449.2746604745,0,0.9663,0,0.9161,63.7844612377,19.2630942777,12.11807919,0.3020029315,0.6290826912,13.4808648025,41.616287464,35.3567797819,0,1.0298295124,25.7493712791,2947.1005580297,2647.1005580297
84,20.068246,41.5158,35.2859,6.2299,3469.3666,25.5429,53.9812072,53.9812072,13.2823,0.111,6.1889,3449.5095,35.2474,25.2928997752,3449.7135533361,0,0.9663,0,0.9367,63.7646373276,19.6119782642,12.44153041,0.3075682555,0.6343842647,13.4786488279,41.6116126041,35.3560311724,0,1.0316382578,25.8216802965,2945.6563106798,2645.6563106798
85,20.317276,41.4602,35.2933,6.1669,3469.3666,25.5429,51.5991296,51.5991296,13.2701,0.111,6.1889,3449.5095,35.2474,25.2928997752,3449.7135533361,0,0.9663,0,0.8856,63.0646474076,18.7465427443,11.75200056,0.2972591383,0.6268889534,13.4771941482,41.6061061297,35.3544075866,0,1.0340419138,25.8848327747,2942.7411902158,2642.7411902158
86,20.536242,41.7064,35.5437,6.1627,3469.3666,25.6976,53.9532376,53.9532376,13.2166,0.117,6.1889,3449.5095,35.2474,25.2928997752,3449.7135533361,0,0.9663,0,0.9361,63.3996484016,19.6018165947,12.37205926,0.3091786325,0.6311690144,13.4761518886,41.5982559655,35.3517726797,0,1.0366263274,25.9383815953,2940.4561995291,2640.4561995291
87,20.77681,41.5011,35.215,6.2861,3458.7133,25.6976,56.4145624,56.4145624,13.2651,0.114,6.1889,3449.5095,35.2474,25.2635983496,3449.4956223085,0,0.9663,0,0.9889,64.7790437527,20.433106807,13.11785739,0.3154277313,0.64199035,13.4751433124,41.5870408696,35.3479930945,0,1.0389691975,25.9820968905,2942.277587805,2642.277587805
88,21.029972,41.7284,35.515,6.2134,3458.7133,25.649,55.4029952,55.4029952,13.3057,0.114,6.1889,3449.5095,35.2474,25.2635983496,3449.4956223085,0,0.9663,0,0.9672,63.8454104218,20.0667216086,12.86927304,0.314301709,0.6413241431,13.4738286143,41.5727583597,35.3434162408,0,1.0406200916,26.0159518597,2946.0622286311,2646.0622286311
89,21.251788,41.4767,35.3452,6.1315,3464.2905,25.649,53.226028,53.226028,13.294,0.116,6.1889,3449.5095,35.2474,25.2635983496,3449.4956223085,0,0.9663,0,0.9205,62.9316436257,19.3093199369,12.237127,0.3068300592,0.6337419982,13.4720114038,41.5571377239,35.3389561754,0,1.0411830523,26.0401074812,2946.0406918977,2646.0406918977
90,21.489512,41.6477,35.1631,6.4846,3464.2905,25.6007,55.3610408,55.3610408,13.3035,0.113,6.1889,3449.5095,35.2474,25.228555641,3448.2817179774,0,0.9663,0,0.9663,66.7452908068,20.0838591384,12.85517205,0.3009030135,0.6400747965,13.4697904668,41.5427612364,35.3357633273,0,1.0404744607,26.0548949444,2942.8086112793,2642.8086112793
91,21.742394,41.6496,35.1106,6.539,3468.9519,25.6007,52.2843848,52.2843848,13.3355,0.118,6.1889,3449.5095,35.2474,25.228555641,3448.2817179774,0,0.9663,0,0.9003,67.3510943005,18.9932330786,12.00595065,0.2820033331,0.6321172704,13.46761575,41.5321895166,35.3346156472,0,1.0386500553,26.0607952568,2942.5405345338,2642.5405345338
92,21.968614,41.707,35.4539,6.2531,3468.9519,25.6076,56.069604,56.069604,13.3135,0.113,6.1889,3449.5095,35.2474,25.228555641,3448.2817179774,0,0.9663,0,0.9815,64.1845797461,20.3682813037,13.06720025,0.3173391706,0.6415465328,13.4661844333,41.5273040291,35.3352352314,0,1.0361917378,26.058416796,2946.1303072212,2646.1303072212
93,22.202179,41.4999,35.5902,5.9097,3466.5161,25.6076,54.0464696,54.0464696,13.2477,0.109,6.1889,3449.5095,35.2474,25.2021149538,3446.5462587725,0,0.9663,0,0.9381,60.3594144965,19.6195557573,12.42766737,0.3250454949,0.6334326589,13.4662341841,41.5290775414,35.336276499,0,1.0337425361,26.0484720148,2947.9425195234,2647.9425195234
94,22.450915,41.5555,35.1222,6.4333,3466.5161,25.501,51.80424,51.80424,13.2887,0.112,6.1889,3449.5095,35.2474,25.2021149538,3446.5462587725,0,0.9663,0,0.89,65.9162995033,18.8055978987,11.826943,0.2852951097,0.6289054495,13.4682663717,41.5374821233,35.3363584692,0,1.0319043167,26.0317542471,2944.9820246109,2644.9820246109
95,22.66901,41.3551,35.3482,6.0069,3463.6699,25.501,55.3750256,55.3750256,13.2085,0.11,6.1889,3449.5095,35.2474,25.2021149538,3446.5462587725,0,0.9663,0,0.9666,61.1863615822,20.0853337673,12.7673361,0.328264882,0.6356546646,13.4722722699,41.5512731152,35.3350674994,0,1.0311098317,26.0091147655,2940.5658079124,2640.5658079124
96,22.903603,41.6862,35.4674,6.2188,3463.6699,25.557,54.3075192,54.3075192,13.2821,0.111,6.1889,3449.5095,35.2474,25.2148492981,3445.9744362842,0,0.9663,0,0.9437,63.6764365663,19.6981335429,12.53431777,0.3093472971,0.6363200728,13.4776194274,41.5678908688,35.3328765957,0,1.031601907,25.9814400259,2939.6260646631,2639.6260646631
97,23.15174,41.4088,35.4142,5.9946,3466.5161,25.557,56.4005776,56.4005776,13.2852,0.11,6.1889,3449.5095,35.2474,25.2148492981,3445.9744362842,0,0.9663,0,0.9886,61.1839862227,20.4741268978,13.13374872,0.334632118,0.6414802832,13.4831968202,41.5839001972,35.3305730904,0,1.0335037748,25.9496300488,2943.2113030209,2643.2113030209
98,23.373494,41.5396,35.3067,6.2329,3466.5161,25.5079,57.491392,57.491392,13.268,0.111,6.1889,3449.5095,35.2474,25.2148492981,3445.9744362842,0,0.9663,0,1.012,63.7105514087,20.8701063965,13.427216,0.3275769231,0.6433707498,13.4877807507,41.5959220723,35.3290697532,0,1.0368707292,25.9145793483,2946.9518668042,2646.9518668042
99,23.606769,41.473,35.2627,6.2103,3463.6699,25.5079,54.95082,54.95082,13.3075,0.111,6.1889,3449.5095,35.2474,25.2495314382,3446.7206187,0,0.9663,0,0.9575,63.4597879921,19.9314681759,12.74193125,0.3140802831,0.6392871382,13.4904483331,41.6014934862,35.3292987053,0,1.0415967408,25.8771606091,2946.3787352804,2646.3787352804
100,23.856036,41.195,35.1888,6.0062,3463.6699,25.5149,55.4029952,55.4029952,13.2913,0.11,6.1889,3449.5095,35.2474,25.2495314382,3446.7206187,0,0.9663,0,0.9672,61.2119437001,20.0954787514,12.85534536,0.3282934267,0.6397133166,13.4908375371,41.5994046133,35.3317323536,0,1.0472546941,25.8382103599,2943.6922657184,2643.6922657184
101,24.075274,41.6086,35.2279,6.3807,3472.2221,25.5149,54.0045152,54.0045152,13.2795,0.11,6.1889,3449.5095,35.2474,25.2495314382,3446.7206187,0,0.9663,0,0.9372,65.3684335674,19.6365951443,12.4455474,0.300398741,0.6337935527,13.4891858525,41.5895151134,35.3358420902,0,1.0530853921,25.7985164378,2944.3919008978,2644.3919008978
102,24.30728,41.5695,35.2022,6.3673,3472.2221,25.7612,52.666636,52.666636,13.2843,0.111,6.1889,3449.5095,35.2474,25.2569229249,3446.6967415404,0,0.9663,0,0.9085,65.8492878303,19.1501285571,12.06878655,0.29081755,0.63021961,13.4861822762,41.5724766206,35.3400027899,0,1.0581641236,25.7588079644,2948.0109563281,2648.0109563281
103,24.555928,41.6343,35.4918,6.1425,3463.6699,25.7612,54.5965384,54.5965384,13.2677,0.111,6.1889,3449.5095,35.2474,25.2569229249,3446.6967415404,0,0.9663,0,0.9499,63.3301993045,19.8029650447,12.60298823,0.312693869,0.6364192535,13.482701276,41.5498747172,35.3420144576,0,1.0615647874,25.7197491436,2948.9185110955,2648.9185110955
104,24.774359,41.6386,35.3947,6.2439,3463.6699,25.4751,52.6526512,52.6526512,13.2569,0.116,6.1889,3449.5095,35.2474,25.2569229249,3446.6967415404,0,0.9663,0,0.9082,63.7505235761,19.0978886534,12.03991658,0.2995722636,0.6304318136,13.4795263432,41.524586032,35.3401043084,0,1.0624526409,25.6819372358,2945.2668895066,2645.2668895066
105,25.011755,41.4773,35.4197,6.0576,3458.7133,25.4751,51.2728176,51.2728176,13.1651,0.115,6.1889,3449.5095,35.2474,25.2392812943,3444.8990696595,0,0.9663,0,0.8786,61.6860478261,18.5707894158,11.56685686,0.3010533187,0.6228521901,13.4771316572,41.5005996948,35.3339484565,0,1.0602067349,25.6459019559,2940.8190576712,2640.8190576712
106,25.269307,41.6825,35.2957,6.3868,3458.7133,25.5662,53.2539976,53.2539976,13.2642,0.114,6.1889,3449.5095,35.2474,25.2392812943,3444.8990696595,0,0.9663,0,0.9211,65.5677013062,19.2883641133,12.21765462,0.2941747801,0.6334209863,13.4755283638,41.4820889969,35.32501527,0,1.0546217277,25.6121026745,2938.9574664677,2638.9574664677
107,25.490993,41.6874,35.2896,6.3978,3461.4997,25.5662,54.0464696,54.0464696,13.2839,0.118,6.1889,3449.5095,35.2474,25.2392812943,3444.8990696595,0,0.9663,0,0.9381,65.6900332568,19.5911642724,12.46162659,0.2982364797,0.6360840232,13.4742607423,41.4723006931,35.3159090186,0,1.0461225988,25.5809238524,2939.3535655719,2639.3535655719
