,t (sec),PT1 (psi),PT2 (psi),DP (psi),w (RPM),q (GPM),Tm (mNm),Te (mNm),V (V),dt (sec),DP_ref (psi),w_ref (RPM),PT2_ref (psi),q_pred (GPM),w_pred (RPM),g_des (deg),I_des (A),g (deg),I (A),P_f (W),P_t (W),P_e (W),eff_t (),eff_g (),V_measured (V),PT1_measured (psi),PT2_measured (psi),g_measured (deg),I_measured (A),q_measured (GPM),w_measured (RPM),
1425,334.701124,42.2886,34.8766,7.412,2760.3737,25.8163,119.0105272,119.0105272,8.1977,0.114,8.2864541069,3700,34,24.0806916015,2784.4523806139,5.6161489597,2.4486278453,6.7566206299,2.3317,77.7219846587,34.4018563031,19.11457709,0.4426270952,0.5556263279,8.396794732,42.2864541069,34.920509251,5.5735,2.2265438788,25.7676743517,2945.7657501172,2645.7657501172
1426,334.939037,42.2617,34.9609,7.3008,2760.3737,25.7541,120.9917072,120.9917072,8.1469,0.111,8.2904553621,3700,34,24.0712744649,2782.8525325071,5.6161489597,2.4486278453,6.7566206299,2.3742,76.288972971,34.9745474026,19.34236998,0.4584482664,0.5530413234,8.3934322969,42.2904553621,34.9273636581,5.5735,2.2070769516,25.7669604371,2954.3451154028,2654.3451154028
1427,335.217057,42.076,34.7623,7.3137,2767.1953,25.7541,120.469608,120.469608,8.2755,0.114,8.2969038707,3700,34,24.0712744649,2782.8525325071,5.6161489597,2.4486278453,6.7548456224,2.363,76.4334893667,34.9096846751,19.5550065,0.4567328401,0.5601599293,8.3887437716,42.2969038707,34.9330347282,5.5735,2.1897707931,25.7658421632,2959.456961758,2659.456961758
1428,335.405592,42.1615,34.7208,7.4407,2767.1953,25.6628,119.583904,119.583904,8.1805,0.113,8.3042429896,3700,34,24.0712744649,2782.8525325071,5.6161489597,2.4486278453,6.7548456224,2.344,77.5802420967,34.6530253577,19.175092,0.4466733336,0.5533453949,8.3834004482,42.3042429896,34.9373077521,5.5735,2.1767634965,25.7643608628,2956.1976893524,2656.1976893524
1429,335.63917,42.266,34.799,7.467,2768.7155,25.6628,119.5699192,119.5699192,8.2009,0.111,8.3100768779,3700,34,24.0612487536,2781.5863444535,5.6161489597,2.4486278453,6.7548456224,2.3437,77.8738318009,34.6680077721,19.22044933,0.4451817378,0.5544145904,8.3783228893,42.3100768779,34.9393111938,5.5735,2.1693581832,25.7625727721,2950.5563898031,2650.5563898031
1430,335.890709,42.3448,34.9976,7.3472,2768.7155,26.1144,120.8798288,120.8798288,8.168,0.113,8.3118320885,3700,34,24.0612487536,2781.5863444535,5.6161489597,2.4486278453,6.7539129382,2.3718,77.8833391897,35.0478019251,19.3728624,0.4500038428,0.5527554179,8.3745031122,42.3118320885,34.9376569563,5.5735,2.1678221381,25.7605425913,2948.9389613219,2648.9389613219
1431,336.106162,42.3619,34.846,7.5159,2769.4765,26.1144,122.916948,122.916948,8.3257,0.111,8.3078374974,3700,34,24.0612487536,2781.5863444535,5.6161489597,2.4486278453,6.7539129382,2.4155,79.7996950896,35.6482381189,20.11072835,0.4467214828,0.5641436831,8.37271747,42.3078374974,34.9311212989,5.5735,2.1713779847,25.7583400114,2951.9337025786,2651.9337025786
1432,336.34074,42.0485,34.6371,7.4114,2769.4765,25.6062,121.2807264,121.2807264,8.2359,0.113,8.2981567746,3700,34,24.0544366147,2780.9446587166,5.6161489597,2.4486278453,6.7539129382,2.3804,77.0827791306,35.1737029294,19.60473636,0.4563107782,0.5573691345,8.3733939954,42.2981567746,34.9194841842,5.5735,2.1784129463,25.7560411903,2956.6812385415,2656.6812385415
1433,336.589265,42.2373,34.7324,7.5049,2778.6394,25.6062,121.9753048,121.9753048,8.2188,0.111,8.2844468981,3700,34,24.0544366147,2780.9446587166,5.6161489597,2.4486278453,6.7547225843,2.3953,78.1242275799,35.4921835679,19.68649164,0.4543044414,0.5546711884,8.3767095127,42.2844468981,34.9036449078,5.5735,2.186876689,25.753731017,2959.6887833226,2659.6887833226
1434,336.802501,42.2226,34.9786,7.244,2778.6394,25.7193,122.2783088,122.2783088,8.1416,0.112,8.268972067,3700,34,24.0544366147,2780.9446587166,5.6161489597,2.4486278453,6.7547225843,2.4018,75.5504277388,35.5803511982,19.55449488,0.4709483753,0.549586899,8.3826332416,42.268972067,34.8849702076,5.5735,2.194792697,25.7514996714,2960.5763253533,2660.5763253533
1435,337.035876,42.3992,34.9927,7.4065,2773.2871,25.7193,121.332004,121.332004,8.251,0.112,8.2537323787,3700,34,24.0578943206,2781.6223699601,5.6161489597,2.4486278453,6.7547225843,2.3815,77.3684263332,35.2369913441,19.6497565,0.4554440747,0.5576456942,8.3907524217,42.2537323787,34.8648798026,5.5735,2.2007640982,25.7494339311,2967.4466594825,2667.4466594825
1436,337.285603,42.1463,34.7251,7.4212,2773.2871,25.8374,118.5303824,118.5303824,8.1767,0.118,8.2403021911,3700,34,24.0578943206,2781.6223699601,5.6161489597,2.4486278453,6.755466253,2.3214,77.8889071713,34.4233501545,18.98139138,0.4419544632,0.5514103449,8.4001359039,42.2403021911,34.8451201008,5.5735,2.2042894785,25.7476092727,2986.2495505625,2686.2495505625
1437,337.508163,42.1212,34.8473,7.2739,2775.1613,25.8374,119.9941248,119.9941248,8.1824,0.118,8.2299324479,3700,34,24.0578943206,2781.6223699601,5.6161489597,2.4486278453,6.755466253,2.3528,76.2333941952,34.871997954,19.25155072,0.4574372993,0.552063313,8.4094857539,42.2299324479,34.8279043422,5.5735,2.2057140212,25.7460863147,2999.7600671613,2699.7600671613
1438,337.744431,42.2794,35.0544,7.225,2775.1613,25.7046,120.2691592,120.2691592,8.1824,0.115,8.2233259823,3700,34,24.0754988474,2783.5025682875,5.6161489597,2.4486278453,6.755466253,2.3587,75.2948020017,34.9519268592,19.29982688,0.4642010594,0.5521820573,8.4174547768,42.2233259823,34.8153511731,5.5735,2.205881842,25.7449109009,2983.7921913934,2683.7921913934
1439,337.998268,42.255,34.8912,7.3638,2780.3989,25.7046,120.4975776,120.4975776,8.2915,0.118,8.2203357075,3700,34,24.0754988474,2783.5025682875,5.6161489597,2.4486278453,6.7528691495,2.3636,76.8467649536,35.0843990265,19.5977894,0.4565501104,0.558589856,8.422936279,42.2203357075,34.8088863838,5.5735,2.2057190025,25.7441153384,2949.5771365301,2649.5771365301
1440,338.219565,42.3375,35.0012,7.3363,2780.3989,25.5387,122.1944,122.1944,8.134,0.117,8.2201589155,3700,34,24.0754988474,2783.5025682875,5.6161489597,2.4486278453,6.7528691495,2.4,76.0452875099,35.5784504037,19.5216,0.4678587138,0.5486916878,8.4253186618,42.2201589155,34.8092001765,5.5735,2.2058661989,25.7437184172,2933.735584454,2633.735584454
1441,338.457166,42.3961,35.0043,7.3918,2762.6437,25.5387,118.8706792,118.8706792,8.1416,0.109,8.2219559404,3700,34,24.0885821897,2784.8034154215,5.6161489597,2.4486278453,6.7528691495,2.3287,76.6618438999,34.3896882551,18.95934392,0.44858937,0.551308979,8.4246175557,42.2219559404,34.8164185051,5.5735,2.2064740821,25.7437233002,2946.3228127695,2646.3228127695
1442,338.702621,42.3497,34.9059,7.4438,2762.6437,25.8263,122.4554496,122.4554496,8.1845,0.111,8.2253944771,3700,34,24.0885821897,2784.8034154215,5.6161489597,2.4486278453,6.7485402127,2.4056,78.1093388819,35.4267744176,19.6886332,0.453553633,0.5557557391,8.4213081984,42.2253944771,34.8301297936,5.5735,2.2072728934,25.7441143598,2963.8412055403,2663.8412055403
1443,338.919942,42.189,34.821,7.368,2771.7614,25.8263,117.8078344,117.8078344,8.2213,0.114,8.2307702095,3700,34,24.0885821897,2784.8034154215,5.6161489597,2.4486278453,6.7485402127,2.3059,77.2577844165,34.1946869814,18.95749567,0.4426050687,0.5543988655,8.416009992,42.2307702095,34.8492940346,5.5735,2.2078112515,25.7448559192,2967.4705228899,2667.4705228899
1444,339.153042,42.1811,34.9102,7.2709,2771.7614,26.0428,118.884664,118.884664,8.165,0.112,8.2385631209,3700,34,24.0755621516,2784.3651728796,5.6161489597,2.4486278453,6.7485402127,2.329,76.8054428414,34.5072455756,19.016285,0.4492812527,0.5510809305,8.4093616748,42.2385631209,34.8720825892,5.5735,2.2076940819,25.7458958714,2960.4176404738,2660.4176404738
1445,339.403044,42.3723,35.1228,7.2495,2770.2377,26.0428,120.5675016,120.5675016,8.2375,0.113,8.248698181,3700,34,24.0755621516,2784.3651728796,5.6161489597,2.4486278453,6.7463656056,2.3651,76.5630150067,34.9764650155,19.48251125,0.4568323885,0.557017733,8.4020828869,42.248698181,34.8959055936,5.5735,2.2067778512,25.7471743005,2951.2040518591,2651.2040518591
1446,339.620276,42.321,34.9841,7.3369,2770.2377,25.7335,121.1968176,121.1968176,8.1746,0.109,8.2602196855,3700,34,24.0755621516,2784.3651728796,5.6161489597,2.4486278453,6.7463656056,2.3786,76.6320498742,35.1590287143,19.44410356,0.4588031871,0.5530330123,8.3949913663,42.2602196855,34.9180162057,5.5735,2.2052913558,25.7486341331,2939.3938439823,2639.3938439823
1447,339.850979,42.2782,34.9261,7.3521,2767.1953,25.7335,121.0196768,121.0196768,8.1963,0.116,8.2717120798,3700,34,24.0481690395,2782.7749023554,5.6161489597,2.4486278453,6.7463656056,2.3748,76.8021965544,35.0690836196,19.46457324,0.4566156333,0.5550351258,8.388902964,42.2717120798,34.9364402466,5.5735,2.2038110467,25.7502292482,2920.935391456,2620.935391456
1448,340.103252,42.1249,34.8485,7.2764,2767.1953,25.7883,120.6374256,120.6374256,8.1383,0.114,8.28190723,3700,34,24.0481690395,2782.7749023554,5.6161489597,2.4486278453,6.7466372228,2.3666,76.116568614,34.9583148616,19.26010078,0.4592733947,0.5509447711,8.3844597715,42.28190723,34.9503964812,5.5735,2.2030996059,25.7519266182,2897.7508824703,2597.7508824703
1449,340.324756,42.2526,34.7092,7.5434,2760.3737,25.7883,121.2807264,121.2807264,8.2472,0.111,8.2898298304,3700,34,24.0481690395,2782.7749023554,5.6161489597,2.4486278453,6.7466372228,2.3804,79.1116940038,35.0580929277,19.63163488,0.4431467859,0.5599744093,8.3819570585,42.2898298304,34.9598615015,5.5735,2.203913809,25.7537035414,2877.9619342558,2577.9619342558
1450,340.554297,42.2422,34.7697,7.4725,2760.3737,25.6555,122.8377008,122.8377008,8.2045,0.112,8.2946156588,3700,34,24.0279141421,2781.3453389249,5.6161489597,2.4486278453,6.7466372228,2.4138,77.9130595539,35.5081607564,19.8040221,0.4557408085,0.5577315659,8.3813051522,42.2946156588,34.9647633872,5.5735,2.2068571557,25.7555437387,2868.1740928197,2568.1740928197
1451,340.803443,42.3246,34.7782,7.5464,2773.2871,25.6555,123.3271688,123.3271688,8.2764,0.112,8.295548576,3700,34,24.0279141421,2781.3453389249,5.6161489597,2.4486278453,6.7480562028,2.4243,78.7377784683,35.8164230065,20.06447652,0.4548823157,0.5602032486,8.3822003119,42.295548576,34.9644798295,5.5735,2.2122519957,25.757433869,2867.6097771078,2567.6097771078
1452,341.026566,42.1346,34.7843,7.3503,2773.2871,25.585,120.9917072,120.9917072,8.2018,0.112,8.2923988443,3700,34,24.0279141421,2781.3453389249,5.6161489597,2.4486278453,6.7480562028,2.3742,76.3389623637,35.1381630465,19.47271356,0.4602913369,0.5541756276,8.3843727487,42.2923988443,34.9579910143,5.5735,2.2200086547,25.7593596584,2870.780979117,2570.780979117
1453,341.254453,42.3882,34.9817,7.4065,2774.8142,25.585,122.9728872,122.9728872,8.1433,0.111,8.2856510516,3700,34,24.0250763901,2780.7126270568,5.6161489597,2.4486278453,6.7480562028,2.4167,76.9644270153,35.7331987934,19.67991311,0.464282009,0.5507459107,8.3876837897,42.2856510516,34.9445657848,5.5735,2.229550611,25.7613014568,2872.8288455886,2572.8288455886
1454,341.533862,42.2318,35.08,7.1518,2774.8142,26.0754,124.0543784,124.0543784,8.1831,0.11,8.2764237715,3700,34,24.0250763901,2780.7126270568,5.6161489597,2.4486278453,6.7497570589,2.4399,75.5506850017,36.0474561954,19.96594569,0.4771294422,0.5538794633,8.3919696484,42.2764237715,34.9246091843,5.5735,2.2398824238,25.7632307881,2872.1171432373,2572.1171432373
1455,341.71733,42.1524,34.9481,7.2043,2777.1079,26.0754,125.2990256,125.2990256,8.1311,0.114,8.2662279475,3700,34,24.0250763901,2780.7126270568,5.6161489597,2.4486278453,6.7497570589,2.4666,76.1461706735,36.4392194066,20.05617126,0.4785430322,0.5504006833,8.3967843098,42.2662279475,34.9003001206,5.5735,2.2498311689,25.7651110984,2870.8132027068,2570.8132027068
1456,341.950748,42.0791,34.7361,7.343,2777.1079,25.5235,121.0616312,121.0616312,8.1389,0.117,8.2565487189,3700,34,24.0488355903,2781.1192461025,5.6161489597,2.4486278453,6.7497570589,2.3757,76.0744140755,35.2069085924,19.33558473,0.462795659,0.5491985949,8.4013034807,42.2565487189,34.8755094185,5.5735,2.2583432508,25.7669042957,2871.7857797129,2571.7857797129
1457,342.204565,42.5177,35.0226,7.4951,2769.1997,25.5235,119.2948848,119.2948848,8.2348,0.119,8.248309002,3700,34,24.0488355903,2781.1192461025,5.6161489597,2.4486278453,6.7518401053,2.3378,77.7631061918,34.5943133993,19.25131544,0.4448679469,0.5564878602,8.4044838777,42.248309002,34.8546751977,5.5735,2.2646553744,25.7685780876,2874.1376977325,2574.1376977325
1458,342.430045,42.0558,34.6383,7.4175,2769.1997,25.6352,119.8449536,119.8449536,8.2292,0.114,8.2417396062,3700,34,24.0488355903,2781.1192461025,5.6161489597,2.4486278453,6.7518401053,2.3496,77.2381000387,34.7538278034,19.33532832,0.4499570521,0.5563510422,8.4054221223,42.2417396062,34.8412231179,5.5735,2.2683208145,25.7701068221,2874.4762782176,2574.4762782176
1459,342.663568,42.1243,34.7874,7.3369,2778.1518,25.6352,118.1061768,118.1061768,8.1878,0.12,8.236740162,3700,34,24.0799522764,2781.1340139932,5.6161489597,2.4486278453,6.7518401053,2.3123,76.3393213102,34.360320088,18.93264994,0.4500998895,0.5510033053,8.4037749924,42.236740162,34.8364829345,5.5735,2.2692072374,25.7714661413,2871.9355719702,2571.9355719702
1460,342.921812,42.1774,34.9719,7.2055,2778.1518,26.0745,124.734972,124.734972,8.2009,0.109,8.2330276021,3700,34,24.0799522764,2781.1340139932,5.6161489597,2.4486278453,6.7541650495,2.4545,76.1571530975,36.2888180805,20.12910905,0.4764991416,0.5546917788,8.3999636232,42.2330276021,34.8394442046,5.5735,2.2675593177,25.772628276,2868.9618322268,2568.9618322268
1461,343.134612,42.3137,34.9206,7.3931,2777.1079,26.0745,119.257592,119.257592,8.1897,0.113,8.2299645285,3700,34,24.0799522764,2781.1340139932,5.6161489597,2.4486278453,6.7541650495,2.337,78.284948454,34.6822614141,19.1393289,0.4430259213,0.5518477781,8.394989131,42.2299645285,34.8473813192,5.5735,2.2641091154,25.7735632393,2868.0728815875,2568.0728815875
1462,343.369302,42.1634,34.8509,7.3125,2777.1079,25.6208,120.4602848,120.4602848,8.116,0.115,8.2267210267,3700,34,24.0896754975,2779.5226738452,5.6161489597,2.4486278453,6.7541650495,2.3628,76.0245053825,35.0320261997,19.1764848,0.4607991334,0.5473986772,8.3900105411,42.2267210267,34.8571425421,5.5735,2.2600516015,25.7742459774,2869.209695237,2569.209695237
1463,343.621223,42.2697,35.0342,7.2355,2760.3737,25.6208,124.4645992,124.4645992,8.1164,0.111,8.2227873764,3700,34,24.0896754975,2779.5226738452,5.6161489597,2.4486278453,6.756915273,2.4487,75.1663529359,35.9784412122,19.87462868,0.4786508831,0.5524038288,8.3859106704,42.2227873764,34.8663157016,5.5735,2.2567264002,25.7746638767,2869.3348182381,2569.3348182381
1464,343.834866,42.4328,34.8082,7.6246,2760.3737,25.6697,124.40866,124.40866,8.135,0.112,8.2182998505,3700,34,24.0896754975,2779.5226738452,5.6161489597,2.4486278453,6.756915273,2.4475,79.6545484996,35.9622711106,19.9104125,0.4514779355,0.5536472499,8.3829797889,42.2182998505,34.8736851003,5.5735,2.2551413085,25.7748180422,2866.0266506956,2566.0266506956
1465,344.072466,42.4163,35.0354,7.3809,2767.9553,25.6697,120.539532,120.539532,8.2182,0.113,8.2141310266,3700,34,24.0760446023,2777.8803244337,5.6161489597,2.4486278453,6.756915273,2.3645,76.933367964,34.9395406342,19.4319339,0.45415327,0.556158826,8.3808692888,42.2141310266,34.8791210808,5.5735,2.2556696505,25.7747183729,2862.1203498424,2562.1203498424
1466,344.318116,42.04,34.7385,7.3015,2767.9553,25.6626,121.6629776,121.6629776,8.1691,0.111,8.2118427079,3700,34,24.0760446023,2777.8803244337,5.6161489597,2.4486278453,6.7597495197,2.3886,76.0257451526,35.2651821274,19.51271226,0.4638584213,0.5533138093,8.37890405,42.2118427079,34.8831872687,5.5735,2.258087544,25.7743776014,2862.6364075399,2562.6364075399
1467,344.536532,42.2648,34.8302,7.4346,2761.8867,25.6626,119.8682616,119.8682616,8.2475,0.115,8.2131375758,3700,34,24.0760446023,2777.8803244337,5.6161489597,2.4486278453,6.7597495197,2.3501,77.5115430646,34.6687899074,19.38244975,0.4472726066,0.5590748856,8.3765674231,42.2131375758,34.8865949982,5.5735,2.2617712095,25.7738073717,2867.0768734606,2567.0768734606
1468,344.772616,42.4285,34.9768,7.4517,2761.8867,25.8796,121.098924,121.098924,8.1628,0.114,8.2188806031,3700,34,24.056377187,2777.0469744201,5.6161489597,2.4486278453,6.7597495197,2.3765,78.3594735353,35.0247271307,19.3988942,0.4469750185,0.5538628218,8.3738301342,42.2188806031,34.8896806105,5.5735,2.2658404402,25.7730164241,2870.2444887151,2570.2444887151
1469,345.019137,42.4157,34.865,7.5507,2770.9995,25.8796,120.1153264,120.1153264,8.229,0.109,8.228689833,3700,34,24.056377187,2777.0469744201,5.6161489597,2.4486278453,6.7633307049,2.3554,79.4739574062,34.8548718783,19.3825866,0.4385697279,0.5560940424,8.3711593441,42.228689833,34.8922507385,5.5735,2.2693354139,25.7720111541,2869.8735708008,2569.8735708008
1470,345.235706,42.1218,34.8216,7.3002,2770.9995,25.5219,124.2874584,124.2874584,8.1305,0.116,8.2414916306,3700,34,24.056377187,2777.0469744201,5.6161489597,2.4486278453,6.7633307049,2.4449,75.5944874369,36.0655344197,19.87825945,0.477092122,0.5511705225,8.3692690284,42.2414916306,34.8938965166,5.5735,2.2715334072,25.7707985833,2868.3391698023,2568.3391698023
1471,345.473288,42.2739,34.8796,7.3943,2759.6179,25.5219,123.056796,123.056796,8.2336,0.11,8.2560900388,3700,34,24.0567985222,2776.7487066643,5.6161489597,2.4486278453,6.7633307049,2.4185,76.6391683491,35.5617540548,19.9129616,0.4640153961,0.5599544266,8.3687795038,42.2560900388,34.8943240872,5.5735,2.2722210133,25.7693888519,2867.8510508041,2567.8510508041
1472,345.72362,42.0852,34.9077,7.1775,2759.6179,26.0249,119.187668,119.187668,8.15,0.111,8.2710671807,3700,34,24.0567985222,2776.7487066643,5.6161489597,2.4486278453,6.7661720939,2.3355,75.6953065088,34.4436282558,19.034325,0.4550299067,0.5526225303,8.3699667045,42.2710671807,34.8934010754,5.5735,2.271698055,25.7677941635,2867.991411052,2567.991411052
1473,345.936093,42.4481,35,7.4481,2764.9177,26.0249,122.5067272,122.5067272,8.1975,0.114,8.2845472397,3700,34,24.0567985222,2776.7487066643,5.6161489597,2.4486278453,6.7661720939,2.4067,78.7586655069,35.4707820607,19.72892325,0.4503730711,0.5562020938,8.3726974392,42.2845472397,34.8911802572,5.5735,2.2705220446,25.7660269812,2867.8359897448,2567.8359897448
1474,346.179415,42.2397,34.9022,7.3375,2764.9177,25.7259,115.9059016,115.9059016,8.1635,0.112,8.2945261559,3700,34,24.0795856237,2777.4206550082,5.6161489597,2.4486278453,6.7661720939,2.2651,76.6161320901,33.5595690879,18.49114385,0.4380222307,0.5509946746,8.3765069159,42.2945261559,34.8880816817,5.5735,2.2691974425,25.7641027159,2867.5693125234,2567.5693125234
1475,346.419234,42.3509,34.9481,7.4028,2767.9553,25.7259,119.0757896,119.0757896,8.239,0.112,8.2996630632,3700,34,24.0795856237,2777.4206550082,5.6161489597,2.4486278453,6.7673920951,2.3331,77.3468753057,34.5152608464,19.2224109,0.4462398864,0.5569249784,8.3807430047,42.2996630632,34.8849988659,5.5735,2.2680208993,25.7620453438,2867.2920254245,2567.2920254245
1476,346.640507,42.343,34.7294,7.6136,2767.9553,25.9432,120.1293112,120.1293112,8.2246,0.114,8.2998684062,3700,34,24.0795856237,2777.4206550082,5.6161489597,2.4486278453,6.7673920951,2.3557,80.379098794,34.8206341969,19.37469022,0.4332050834,0.5564140535,8.3847702345,42.2998684062,34.883053628,5.5735,2.2670766286,25.7598899781,2866.6969058097,2566.6969058097
1477,346.875313,42.2336,34.9242,7.3094,2770.9995,25.9432,120.21322,120.21322,8.1443,0.109,8.2962832878,3700,34,24.0977396746,2778.6171529619,5.6161489597,2.4486278453,6.7673920951,2.3575,76.9461779711,34.8832784855,19.20018725,0.4533464742,0.5504123489,8.3881827163,42.2962832878,34.8830402905,5.5735,2.2662440817,25.7576816989,2866.9356262239,2566.9356262239
1478,347.119316,42.2306,34.81,7.4206,2770.9995,25.564,119.6398432,119.6398432,8.143,0.116,8.2907513721,3700,34,24.0977396746,2778.6171529619,5.6161489597,2.4486278453,6.7686629375,2.3452,77.058048944,34.7168969295,19.0969636,0.4505291453,0.5500769161,8.3908510282,42.2907513721,34.8849435976,5.5735,2.2652410101,25.7554741137,2869.43424154,2569.43424154
1479,347.340941,42.255,34.8247,7.4303,2756.5986,25.564,119.7051056,119.7051056,8.2397,0.11,8.2850672825,3700,34,24.0977396746,2778.6171529619,5.6161489597,2.4486278453,6.7686629375,2.3466,77.1659141996,34.5553123393,19.33528002,0.4478053905,0.5595458038,8.392749531,42.2850672825,34.887905558,5.5735,2.2637875092,25.7533273093,2871.6590611139,2571.6590611139
1480,347.574487,42.346,34.8393,7.5067,2756.5986,26.0321,120.6653952,120.6653952,8.1749,0.11,8.2803943929,3700,34,24.0923693038,2779.9064148001,5.6161489597,2.4486278453,6.7686629375,2.3672,79.4440264277,34.832519455,19.35162328,0.4384536009,0.5555619743,8.3938110177,42.2803943929,34.8905866675,5.5735,2.2617809964,25.7513026138,2869.4320711967,2569.4320711967
1481,347.849022,42.4016,34.9334,7.4682,2758.8625,26.0321,122.0731984,122.0731984,8.1044,0.117,8.2772113363,3700,34,24.0923693038,2779.9064148001,5.6161489597,2.4486278453,6.7716341417,2.3974,79.0080620881,35.2678509794,19.42948856,0.4463829393,0.550912177,8.3939739886,42.2772113363,34.8916342516,5.5735,2.2593184,25.7494569271,2864.5828096127,2564.5828096127
1482,348.042697,42.2739,34.865,7.4089,2758.8625,25.586,119.9521704,119.9521704,8.1598,0.113,8.2757039392,3700,34,24.0923693038,2779.9064148001,5.6161489597,2.4486278453,6.7716341417,2.3519,76.994146479,34.6550702838,19.19103362,0.4501000643,0.5537727514,8.3932246823,42.2757039392,34.8901444379,5.5735,2.2566167859,25.7478417557,2863.0961962494,2563.0961962494
1483,348.274831,42.2776,34.8564,7.4212,2766.4355,25.586,121.3180192,121.3180192,8.1918,0.112,8.2760941853,3700,34,24.0751021301,2781.6038529314,5.6161489597,2.4486278453,6.7716341417,2.3812,77.1310417799,35.1458844864,19.50631416,0.4556645894,0.5550099093,8.3915158784,42.2760941853,34.8860043168,5.5735,2.2539899797,25.7465049827,2865.2545236469,2565.2545236469
1484,348.524146,42.431,34.9664,7.4646,2766.4355,25.9574,121.5930536,121.5930536,8.1355,0.115,8.2785802385,3700,34,24.0751021301,2781.6038529314,5.6161489597,2.4486278453,6.7749676959,2.3871,78.7406972369,35.2255620753,19.42025205,0.4473615717,0.5513113462,8.3887601581,42.2785802385,34.8799087099,5.5735,2.2518454523,25.7454893521,2865.8285739987,2565.8285739987
1485,348.745835,42.2416,34.9401,7.3015,2760.3737,25.9574,121.7562096,121.7562096,8.1619,0.112,8.2831342038,3700,34,24.0751021301,2781.6038529314,5.6161489597,2.4486278453,6.7749676959,2.3906,76.8990935144,35.1955387916,19.51183814,0.4576847032,0.5543838455,8.3849621309,42.2831342038,34.8731100898,5.5735,2.2505469539,25.744828474,2863.8362742929,2563.8362742929
1486,348.97527,42.3314,34.8418,7.4896,2760.3737,25.698,120.9217832,120.9217832,8.1359,0.11,8.2894547117,3700,34,24.0665748413,2783.1771665833,5.6161489597,2.4486278453,6.7749676959,2.3727,78.2332785447,34.9543347755,19.30404993,0.446796241,0.5522648351,8.380298921,42.2894547117,34.8671283666,5.5735,2.2501850212,25.7445458927,2863.6173061973,2563.6173061973
1487,349.25443,42.2312,34.7996,7.4316,2761.8867,25.698,119.117744,119.117744,8.2858,0.115,8.2969680126,3700,34,24.0665748413,2783.1771665833,5.6161489597,2.4486278453,6.7757858157,2.334,77.5849302814,34.4517221311,19.3390572,0.4440517251,0.5613378956,8.3750992951,42.2969680126,34.8633830349,5.5735,2.2504556603,25.7446572003,2866.2588359962,2566.2588359962
1488,349.442241,42.1957,34.8259,7.3698,2761.8867,25.8655,118.7634624,118.7634624,8.1692,0.113,8.3047638691,3700,34,24.0665748413,2783.1771665833,5.6161489597,2.4486278453,6.7757858157,2.3264,77.3953011031,34.3492553547,19.00482688,0.4438157726,0.5532820634,8.3698664984,42.3047638691,34.8626648911,5.5735,2.2507403113,25.7451707419,2867.7878899005,2567.7878899005
1489,349.679726,42.3143,34.8552,7.4591,2768.7155,25.8655,122.0731984,122.0731984,8.1471,0.111,8.311586808,3700,34,24.0711108551,2783.4693409876,5.6161489597,2.4486278453,6.7757858157,2.3974,78.4000403582,35.3938065628,19.53185754,0.4514513819,0.5518439365,8.3653235648,42.311586808,34.8647400102,5.5735,2.2503337173,25.7460863762,2866.1237144442,2566.1237144442
1490,349.92518,42.4273,34.7611,7.6662,2768.7155,25.7549,120.5675016,120.5675016,8.226,0.11,8.316075952,3700,34,24.0711108551,2783.4693409876,5.6161489597,2.4486278453,6.7733221907,2.3651,80.3849808223,34.9572460239,19.4553126,0.4348728539,0.5565459186,8.3622701907,42.316075952,34.8684283023,5.5735,2.2487262336,25.7473952678,2864.0304499452,2564.0304499452
1491,350.142559,42.302,34.7012,7.6008,2769.4765,25.7549,118.5863216,118.5863216,8.1705,0.114,8.3173256881,3700,34,24.0711108551,2783.4693409876,5.6161489597,2.4486278453,6.7733221907,2.3226,79.6522935458,34.3922746117,18.9768033,0.4317800917,0.5517751738,8.3612827479,42.3173256881,34.8720286801,5.5735,2.245841774,25.7490811992,2865.2123814164,2565.2123814164
1492,350.377243,42.3564,35.0684,7.288,2769.4765,25.6344,120.0360792,120.0360792,8.0886,0.109,8.3154239252,3700,34,24.0798173098,2782.7441009278,5.6161489597,2.4486278453,6.7733221907,2.3537,75.7916671674,34.8127317169,19.03813782,0.459321361,0.5468728503,8.3625102965,42.3154239252,34.8737728395,5.5735,2.2421006171,25.7511212261,2869.7813314627,2569.7813314627
1493,350.625122,42.2116,35.0238,7.1878,2755.0915,25.6344,116.810252,116.810252,8.1609,0.117,8.3114455734,3700,34,24.0798173098,2782.7441009278,5.6161489597,2.4486278453,6.7731723931,2.2845,74.6743617311,33.7012186341,18.64357605,0.4513090953,0.5532018368,8.3655985362,42.3114455734,34.8723955496,5.5735,2.2382101933,25.7534844681,2873.0724628567,2573.0724628567
1494,350.846815,42.4065,35.1711,7.2354,2755.0915,25.7464,120.8145664,120.8145664,8.077,0.113,8.3068907461,3700,34,24.0798173098,2782.7441009278,5.6161489597,2.4486278453,6.7731723931,2.3704,75.5337185133,34.85651342,19.1457208,0.4614695808,0.5492724005,8.3696736302,42.3068907461,34.8679538949,5.5735,2.2348177686,25.7561297613,2870.6692551863,2570.6692551863
